txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredkWh
Chennai,op18481,2022-06-06,Monday,31.881600000000002,10.951
Mysore,uy26932,2022-06-06,Monday,22.304,9.789
Mysore,yt26932,2022-06-06,Monday,19.0076,7.74
Bangalore,ga23521,2022-06-07,Tuesday,33.5298,7.425
Bangalore,qw23521,2022-06-07,Tuesday,29.192,6.923
Chennai,mq18481,2022-06-07,Tuesday,72.119,24.88
Chennai,op18481,2022-06-07,Tuesday,32.4638,10.094
Mysore,uy26932,2022-06-07,Tuesday,29.52,11.002
Mysore,yt26932,2022-06-07,Tuesday,6.461600000000001,5.176
Bangalore,ga23521,2022-06-08,Wednesday,35.2108,12.186
Bangalore,qw23521,2022-06-08,Wednesday,26.8632,7.92
Chennai,mq18481,2022-06-08,Wednesday,30.5532,9.428
Chennai,op18481,2022-06-08,Wednesday,30.5368,9.32
Mysore,uy26932,2022-06-08,Wednesday,19.188,6.135999999999999
Mysore,yt26932,2022-06-08,Wednesday,41.984,13.691
Bangalore,ga23521,2022-06-09,Thursday,35.178,10.525
Bangalore,qw23521,2022-06-09,Thursday,34.2432,11.463000000000001
Chennai,mq18481,2022-06-09,Thursday,26.9124,9.221
Chennai,op18481,2022-06-09,Thursday,27.552,8.565
Mysore,uy26932,2022-06-09,Thursday,39.351800000000004,12.768
Mysore,yt26932,2022-06-09,Thursday,14.0466,4.152
Bangalore,ga23521,2022-06-10,Friday,25.157600000000002,8.049
Bangalore,qw23521,2022-06-10,Friday,4.0836,2.739
Chennai,mq18481,2022-06-10,Friday,41.1066,12.888
Chennai,op18481,2022-06-10,Friday,31.5536,10.443
Mysore,uy26932,2022-06-10,Friday,16.6132,6.855
Mysore,yt26932,2022-06-10,Friday,17.548000000000002,7.455
Bangalore,ga23521,2022-06-11,Saturday,7.937600000000001,2.426
Bangalore,qw23521,2022-06-11,Saturday,18.3844,5.27
Chennai,mq18481,2022-06-11,Saturday,20.057199999999998,5.711
Chennai,op18481,2022-06-11,Saturday,11.6276,3.432
Mysore,uy26932,2022-06-11,Saturday,32.718,8.784
Mysore,yt26932,2022-06-11,Saturday,27.117400000000004,8.119
Bangalore,ga23521,2022-06-12,Sunday,19.9014,6.993
Bangalore,qw23521,2022-06-12,Sunday,24.846,11.392
Chennai,mq18481,2022-06-12,Sunday,33.037800000000004,13.486
Chennai,op18481,2022-06-12,Sunday,26.7812,10.558
Mysore,uy26932,2022-06-12,Sunday,17.351200000000002,6.059
Mysore,yt26932,2022-06-12,Sunday,39.5568,14.69
Bangalore,ga23521,2022-06-13,Monday,5.4038,4.285
Bangalore,qw23521,2022-06-13,Monday,24.665599999999998,9.207
Chennai,mq18481,2022-06-13,Monday,42.197199999999995,13.231
Chennai,op18481,2022-06-13,Monday,46.7482,12.183
Mysore,uy26932,2022-06-13,Monday,48.134,15.18
Mysore,yt26932,2022-06-13,Monday,28.0604,9.292
Bangalore,ga23521,2022-06-14,Tuesday,28.708199999999998,5.718999999999999
Bangalore,qw23521,2022-06-14,Tuesday,28.199800000000003,7.037
Chennai,mq18481,2022-06-14,Tuesday,44.7392,12.917
Chennai,op18481,2022-06-14,Tuesday,21.7136,6.17
Mysore,uy26932,2022-06-14,Tuesday,16.9002,6.305
Mysore,yt26932,2022-06-14,Tuesday,16.7526,6.204
Bangalore,ga23521,2022-06-15,Wednesday,48.6998,18.021
Bangalore,qw23521,2022-06-15,Wednesday,34.1612,12.328
Chennai,mq18481,2022-06-15,Wednesday,36.5064,13.096
Chennai,op18481,2022-06-15,Wednesday,69.7656,17.856
Mysore,uy26932,2022-06-15,Wednesday,17.1954,4.921
Mysore,yt26932,2022-06-15,Wednesday,14.3336,6.021
Bangalore,ga23521,2022-06-16,Thursday,12.923200000000001,2.847
Bangalore,qw23521,2022-06-16,Thursday,4.2968,1.69
Chennai,mq18481,2022-06-16,Thursday,6.5764,1.724
Chennai,op18481,2022-06-16,Thursday,10.0942,3.666
Mysore,uy26932,2022-06-16,Thursday,9.9712,2.748
Mysore,yt26932,2022-06-16,Thursday,2.8781999999999996,3.4290000000000003
Bangalore,ga23521,2022-06-17,Friday,7.388199999999999,1.943
Bangalore,qw23521,2022-06-17,Friday,6.4862,1.034
Chennai,mq18481,2022-06-17,Friday,18.6304,4.514
Chennai,op18481,2022-06-17,Friday,3.5178000000000003,1.17
Mysore,uy26932,2022-06-17,Friday,18.4582,7.236
Mysore,yt26932,2022-06-17,Friday,6.4534,3.699
Bangalore,ga23521,2022-06-18,Saturday,4.6494,1.93
Bangalore,qw23521,2022-06-18,Saturday,30.3974,7.38
Chennai,mq18481,2022-06-18,Saturday,32.3326,12.41
Chennai,op18481,2022-06-18,Saturday,7.9376,5.316
Mysore,uy26932,2022-06-18,Saturday,30.7254,6.866
Mysore,yt26932,2022-06-18,Saturday,52.5456,12.859
Bangalore,ga23521,2022-06-19,Sunday,29.233,6.151
Bangalore,qw23521,2022-06-19,Sunday,19.598000000000003,8.225999999999999
Chennai,mq18481,2022-06-19,Sunday,54.1528,19.152
Chennai,op18481,2022-06-19,Sunday,21.361,13.120000000000001
Mysore,uy26932,2022-06-19,Sunday,24.5918,7.819
Mysore,yt26932,2022-06-19,Sunday,39.729,15.532
Bangalore,ga23521,2022-06-20,Monday,22.099,5.28
Bangalore,qw23521,2022-06-20,Monday,22.5172,7.728
Chennai,mq18481,2022-06-20,Monday,16.5394,8.328
Chennai,op18481,2022-06-20,Monday,7.954,3.167
Mysore,uy26932,2022-06-20,Monday,3.9278,1.001
Mysore,yt26932,2022-06-20,Monday,25.182199999999998,7.406
Bangalore,ga23521,2022-06-21,Tuesday,9.331599999999998,2.7430000000000003
Chennai,mq18481,2022-06-21,Tuesday,13.366,2.988
Chennai,op18481,2022-06-21,Tuesday,3.3537999999999997,3.1550000000000002
Mysore,uy26932,2022-06-21,Tuesday,19.1634,7.963
Mysore,yt26932,2022-06-21,Tuesday,4.5756,1.165
Bangalore,ga23521,2022-06-22,Wednesday,23.8046,8.747
Bangalore,qw23521,2022-06-22,Wednesday,20.6394,7.882
Chennai,mq18481,2022-06-22,Wednesday,22.714000000000002,9.344000000000001
Chennai,op18481,2022-06-22,Wednesday,31.1026,9.126999999999999
Mysore,uy26932,2022-06-22,Wednesday,23.7636,6.9239999999999995
Mysore,yt26932,2022-06-22,Wednesday,27.2896,8.813
Bangalore,ga23521,2022-06-23,Thursday,41.2706,11.431000000000001
Bangalore,qw23521,2022-06-23,Thursday,11.9802,5.226
Chennai,mq18481,2022-06-23,Thursday,25.2724,12.083
Chennai,op18481,2022-06-23,Thursday,25.092,12.663
Mysore,uy26932,2022-06-23,Thursday,36.9656,15.269
Mysore,yt26932,2022-06-23,Thursday,19.3028,10.345
Bangalore,ga23521,2022-06-24,Friday,47.240199999999994,13.906
Bangalore,qw23521,2022-06-24,Friday,23.8046,6.852
Chennai,mq18481,2022-06-24,Friday,44.2472,14.779
Chennai,op18481,2022-06-24,Friday,16.9904,6.391
Mysore,uy26932,2022-06-24,Friday,39.155,16.219
Mysore,yt26932,2022-06-24,Friday,19.1224,3.7510000000000003
Bangalore,ga23521,2022-06-25,Saturday,25.9284,8.502
Bangalore,qw23521,2022-06-25,Saturday,22.082600000000003,8.445
Chennai,mq18481,2022-06-25,Saturday,33.6036,8.839
Chennai,op18481,2022-06-25,Saturday,13.685799999999999,4.845
Mysore,uy26932,2022-06-25,Saturday,18.8928,5.97
Mysore,yt26932,2022-06-25,Saturday,22.0908,7.071
Bangalore,ga23521,2022-06-26,Sunday,29.6512,9.611
Chennai,mq18481,2022-06-26,Sunday,12.1278,2.896
Chennai,op18481,2022-06-26,Sunday,12.6526,4.15
Mysore,uy26932,2022-06-26,Sunday,13.152800000000001,4.3759999999999994
Mysore,yt26932,2022-06-26,Sunday,17.22,4.88
Bangalore,ga23521,2022-06-27,Monday,47.5026,18.733
Bangalore,qw23521,2022-06-27,Monday,26.7566,6.475
Chennai,mq18481,2022-06-27,Monday,32.2834,11.561
Chennai,op18481,2022-06-27,Monday,28.855800000000002,7.691
Mysore,uy26932,2022-06-27,Monday,29.5118,11.724
Mysore,yt26932,2022-06-27,Monday,32.373599999999996,10.836
Bangalore,ga23521,2022-06-28,Tuesday,16.8018,6.649
Bangalore,qw23521,2022-06-28,Tuesday,9.413599999999999,3.678
Chennai,mq18481,2022-06-28,Tuesday,13.5054,3.466
Chennai,op18481,2022-06-28,Tuesday,19.885,6.06
Mysore,uy26932,2022-06-28,Tuesday,17.6792,6.14
Mysore,yt26932,2022-06-28,Tuesday,24.5098,5.311
Bangalore,ga23521,2022-06-29,Wednesday,28.7984,10.785
Bangalore,qw23521,2022-06-29,Wednesday,29.7332,9.278
Chennai,mq18481,2022-06-29,Wednesday,38.9664,12.638
Chennai,op18481,2022-06-29,Wednesday,37.6708,11.743
Mysore,uy26932,2022-06-29,Wednesday,26.1908,11.797
Mysore,yt26932,2022-06-29,Wednesday,48.1832,15.012
Bangalore,ga23521,2022-06-30,Thursday,18.7452,6.748
Bangalore,qw23521,2022-06-30,Thursday,9.8072,3.059
Chennai,mq18481,2022-06-30,Thursday,17.8268,6.016
Chennai,op18481,2022-06-30,Thursday,15.252,5.001
Mysore,uy26932,2022-06-30,Thursday,19.3766,6.74
Mysore,yt26932,2022-06-30,Thursday,17.3348,4.804
