txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredkWh
Bangalore,ga23521,2022-10-13,Thursday,11.619399999999999,2.629
Bangalore,qw23521,2022-10-13,Thursday,17.671,7.211
Chennai,mq18481,2022-10-13,Thursday,20.057199999999998,5.955
Chennai,op18481,2022-10-13,Thursday,10.233600000000001,5.064
Mysore,uy26932,2022-10-13,Thursday,20.836199999999998,8.807
Mysore,yt26932,2022-10-13,Thursday,17.654600000000002,4.013
Bangalore,ga23521,2022-10-14,Friday,22.369600000000002,6.728
Bangalore,qw23521,2022-10-14,Friday,29.2986,9.703
Chennai,mq18481,2022-10-14,Friday,24.9608,7.373
Chennai,op18481,2022-10-14,Friday,27.978399999999997,6.87
Mysore,uy26932,2022-10-14,Friday,39.9996,9.996
Mysore,yt26932,2022-10-14,Friday,14.817400000000001,5.003
Bangalore,ga23521,2022-10-15,Saturday,17.179000000000002,6.572
Bangalore,qw23521,2022-10-15,Saturday,32.0374,9.36
Chennai,mq18481,2022-10-15,Saturday,22.6402,7.614
Chennai,op18481,2022-10-15,Saturday,17.2036,7.236
Mysore,uy26932,2022-10-15,Saturday,28.1834,8.097
Mysore,yt26932,2022-10-15,Saturday,21.3774,7.539
Bangalore,ga23521,2022-10-16,Sunday,21.238,5.854
Bangalore,qw23521,2022-10-16,Sunday,26.8468,8.761
Chennai,mq18481,2022-10-16,Sunday,40.8606,14.076
Chennai,op18481,2022-10-16,Sunday,30.4302,11.709
Mysore,uy26932,2022-10-16,Sunday,22.976399999999998,9.81
Mysore,yt26932,2022-10-16,Sunday,23.042,6.791
Bangalore,ga23521,2022-10-17,Monday,28.6098,10.08
Bangalore,qw23521,2022-10-17,Monday,19.68,6.029
Chennai,mq18481,2022-10-17,Monday,13.776,5.861
Chennai,op18481,2022-10-17,Monday,39.556799999999996,9.767
Mysore,uy26932,2022-10-17,Monday,30.4138,8.35
Mysore,yt26932,2022-10-17,Monday,36.3916,11.495000000000001
Bangalore,ga23521,2022-10-18,Tuesday,47.2648,14.24
Bangalore,qw23521,2022-10-18,Tuesday,56.211,15.251
Chennai,mq18481,2022-10-18,Tuesday,28.7574,11.056000000000001
Chennai,op18481,2022-10-18,Tuesday,20.754199999999997,5.369
Mysore,uy26932,2022-10-18,Tuesday,38.3596,14.621
Mysore,yt26932,2022-10-18,Tuesday,32.4802,10.906
Bangalore,ga23521,2022-10-19,Wednesday,16.3754,5.968
Bangalore,qw23521,2022-10-19,Wednesday,13.735,3.918
Chennai,mq18481,2022-10-19,Wednesday,18.236800000000002,7.836
Chennai,op18481,2022-10-19,Wednesday,30.2498,8.92
Mysore,uy26932,2022-10-19,Wednesday,41.0328,14.707
Mysore,yt26932,2022-10-19,Wednesday,26.076,8.246
Bangalore,ga23521,2022-10-20,Thursday,18.3024,7.207
Bangalore,qw23521,2022-10-20,Thursday,34.5548,9.077
Chennai,mq18481,2022-10-20,Thursday,27.7734,7.441
Chennai,op18481,2022-10-20,Thursday,10.414,4.259
Mysore,uy26932,2022-10-20,Thursday,49.5444,15.837
Mysore,yt26932,2022-10-20,Thursday,30.413800000000002,10.365
Bangalore,ga23521,2022-10-21,Friday,22.6566,8.545
Bangalore,qw23521,2022-10-21,Friday,12.898600000000002,3.9909999999999997
Chennai,mq18481,2022-10-21,Friday,7.142200000000001,1.741
Chennai,op18481,2022-10-21,Friday,31.1928,10.497
Mysore,uy26932,2022-10-21,Friday,18.433600000000002,6.106
Mysore,yt26932,2022-10-21,Friday,28.167,7.182
Bangalore,ga23521,2022-10-22,Saturday,25.5676,9.09
Bangalore,qw23521,2022-10-22,Saturday,26.1908,5.965
Chennai,mq18481,2022-10-22,Saturday,14.046600000000002,4.33
Chennai,op18481,2022-10-22,Saturday,14.702599999999999,5.205
Mysore,uy26932,2022-10-22,Saturday,17.589,6.68
Mysore,yt26932,2022-10-22,Saturday,25.133,9.234
Bangalore,ga23521,2022-10-23,Sunday,9.5202,6.027
Bangalore,qw23521,2022-10-23,Sunday,31.4142,11.31
Chennai,mq18481,2022-10-23,Sunday,26.977999999999998,9.147
Chennai,op18481,2022-10-23,Sunday,52.1356,15.963000000000001
Mysore,uy26932,2022-10-23,Sunday,21.0494,9.370000000000001
Mysore,yt26932,2022-10-23,Sunday,8.8642,2.847
Bangalore,ga23521,2022-10-24,Monday,35.219,10.975
Bangalore,qw23521,2022-10-24,Monday,22.3696,5.369
Chennai,mq18481,2022-10-24,Monday,1.1070000000000002,1.198
Chennai,op18481,2022-10-24,Monday,23.7718,7.432
Mysore,uy26932,2022-10-24,Monday,33.8988,7.702
Mysore,yt26932,2022-10-24,Monday,27.8718,9.278
Bangalore,ga23521,2022-10-25,Tuesday,4.1491999999999996,1.654
Bangalore,qw23521,2022-10-25,Tuesday,16.924799999999998,4.766
Chennai,mq18481,2022-10-25,Tuesday,8.692,2.511
Mysore,uy26932,2022-10-25,Tuesday,8.3886,4.099
Mysore,yt26932,2022-10-25,Tuesday,1.0168000000000001,1.479
Bangalore,ga23521,2022-10-26,Wednesday,12.234399999999999,4.754
Bangalore,qw23521,2022-10-26,Wednesday,41.164,10.754
Chennai,mq18481,2022-10-26,Wednesday,8.7822,2.8979999999999997
Chennai,op18481,2022-10-26,Wednesday,6.953600000000001,1.434
Mysore,uy26932,2022-10-26,Wednesday,9.0938,6.141
Mysore,yt26932,2022-10-26,Wednesday,19.4832,5.442
Bangalore,ga23521,2022-10-27,Thursday,23.255200000000002,9.904
Bangalore,qw23521,2022-10-27,Thursday,22.3368,10.999
Chennai,mq18481,2022-10-27,Thursday,16.1294,6.496
Chennai,op18481,2022-10-27,Thursday,19.6964,5.07
Mysore,uy26932,2022-10-27,Thursday,24.476999999999997,8.878
Mysore,yt26932,2022-10-27,Thursday,24.4934,9.545
Bangalore,ga23521,2022-10-28,Friday,65.23100000000001,19.591
Bangalore,qw23521,2022-10-28,Friday,26.4614,7.498
Chennai,mq18481,2022-10-28,Friday,40.2374,16.731
Chennai,op18481,2022-10-28,Friday,25.6906,9.968
Mysore,uy26932,2022-10-28,Friday,19.0732,7.447
Mysore,yt26932,2022-10-28,Friday,27.8718,9.457
Bangalore,ga23521,2022-10-29,Saturday,7.3554,4.277
Bangalore,qw23521,2022-10-29,Saturday,7.7654,2.855
Chennai,mq18481,2022-10-29,Saturday,8.946200000000001,4.531000000000001
Chennai,op18481,2022-10-29,Saturday,8.0278,2.589
Mysore,uy26932,2022-10-29,Saturday,5.7564,3.175
Mysore,yt26932,2022-10-29,Saturday,8.692,3.952
Bangalore,ga23521,2022-10-30,Sunday,19.475,6.111
Bangalore,qw23521,2022-10-30,Sunday,3.6162,1.212
Chennai,mq18481,2022-10-30,Sunday,40.8278,12.499
Mysore,uy26932,2022-10-30,Sunday,10.8568,3.7889999999999997
Mysore,yt26932,2022-10-30,Sunday,10.2828,4.175
Bangalore,ga23521,2022-10-31,Monday,10.676400000000001,3.082
Bangalore,qw23521,2022-10-31,Monday,20.2786,7.057
Chennai,mq18481,2022-10-31,Monday,12.103200000000001,4.505
Chennai,op18481,2022-10-31,Monday,12.0048,2.564
Mysore,uy26932,2022-10-31,Monday,20.1064,6.881
Mysore,yt26932,2022-10-31,Monday,22.345,6.699
