txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredkWh
Bangalore,qw23521,2022-05-15,Sunday,9.766200000000001,3.5380000000000003
Chennai,mq18481,2022-05-15,Sunday,32.882,9.617
Chennai,op18481,2022-05-15,Sunday,10.8732,2.917
Mysore,uy26932,2022-05-15,Sunday,21.6234,8.96
Mysore,yt26932,2022-05-15,Sunday,13.9892,8.711
Bangalore,ga23521,2022-05-16,Monday,25.5758,10.308
Bangalore,qw23521,2022-05-16,Monday,16.0556,5.7780000000000005
Chennai,mq18481,2022-05-16,Monday,21.0412,5.975
Chennai,op18481,2022-05-16,Monday,16.646,5.2059999999999995
Mysore,uy26932,2022-05-16,Monday,30.2252,11.518
Mysore,yt26932,2022-05-16,Monday,8.4132,3.596
Bangalore,ga23521,2022-05-17,Tuesday,28.273600000000002,11.278
Bangalore,qw23521,2022-05-17,Tuesday,45.3378,14.606
Chennai,mq18481,2022-05-17,Tuesday,53.3164,10.911
Chennai,op18481,2022-05-17,Tuesday,27.150199999999998,9.26
Mysore,uy26932,2022-05-17,Tuesday,26.4696,8.181
Mysore,yt26932,2022-05-17,Tuesday,28.1096,7.939
Bangalore,ga23521,2022-05-18,Wednesday,34.595800000000004,11.263
Bangalore,qw23521,2022-05-18,Wednesday,15.375,6.404
Chennai,mq18481,2022-05-18,Wednesday,41.7462,11.933
Chennai,op18481,2022-05-18,Wednesday,30.996000000000002,11.172
Mysore,uy26932,2022-05-18,Wednesday,10.0778,4.04
Mysore,yt26932,2022-05-18,Wednesday,24.805,8.708
Bangalore,ga23521,2022-05-19,Thursday,24.3212,6.125
Bangalore,qw23521,2022-05-19,Thursday,32.9722,8.796
Chennai,mq18481,2022-05-19,Thursday,33.5298,9.759
Chennai,op18481,2022-05-19,Thursday,29.200200000000002,8.352
Mysore,uy26932,2022-05-19,Thursday,23.534,6.38
Mysore,yt26932,2022-05-19,Thursday,31.6602,8.207
Bangalore,ga23521,2022-05-20,Friday,39.9996,14.428
Bangalore,qw23521,2022-05-20,Friday,39.4666,12.406
Chennai,mq18481,2022-05-20,Friday,41.885600000000004,15.173
Chennai,op18481,2022-05-20,Friday,36.4244,12.21
Mysore,uy26932,2022-05-20,Friday,10.7584,4.104
Mysore,yt26932,2022-05-20,Friday,18.737000000000002,6.339
Bangalore,ga23521,2022-05-21,Saturday,32.062,11.122
Bangalore,qw23521,2022-05-21,Saturday,54.3086,16.131
Chennai,mq18481,2022-05-21,Saturday,28.2654,11.705
Chennai,op18481,2022-05-21,Saturday,4.4608,3.277
Mysore,uy26932,2022-05-21,Saturday,24.4278,10.202
Mysore,yt26932,2022-05-21,Saturday,53.062200000000004,17.116
Bangalore,ga23521,2022-05-22,Sunday,20.508200000000002,6.205
Bangalore,qw23521,2022-05-22,Sunday,14.694399999999998,3.3
Chennai,mq18481,2022-05-22,Sunday,11.2996,2.768
Chennai,op18481,2022-05-22,Sunday,16.2934,7.992
Mysore,uy26932,2022-05-22,Sunday,12.103200000000001,2.708
Mysore,yt26932,2022-05-22,Sunday,10.3074,4.503
Bangalore,qw23521,2022-05-23,Monday,30.1104,10.167
Chennai,op18481,2022-05-23,Monday,1.4432,1.878
Mysore,uy26932,2022-05-23,Monday,2.7388,1.648
Mysore,yt26932,2022-05-23,Monday,15.055200000000001,7.231
Bangalore,ga23521,2022-05-24,Tuesday,17.392200000000003,8.187
Bangalore,qw23521,2022-05-24,Tuesday,10.8322,6.074
Chennai,mq18481,2022-05-24,Tuesday,20.8116,8.523
Chennai,op18481,2022-05-24,Tuesday,11.5292,2.3280000000000003
Mysore,uy26932,2022-05-24,Tuesday,8.9216,4.184
Mysore,yt26932,2022-05-24,Tuesday,45.4034,11.098
Bangalore,ga23521,2022-05-25,Wednesday,18.1794,7.649
Bangalore,qw23521,2022-05-25,Wednesday,9.487400000000001,2.9290000000000003
Chennai,mq18481,2022-05-25,Wednesday,33.9562,12.608
Chennai,op18481,2022-05-25,Wednesday,29.438,8.258
Mysore,uy26932,2022-05-25,Wednesday,18.909200000000002,6.766
Mysore,yt26932,2022-05-25,Wednesday,15.6784,4.448
Bangalore,ga23521,2022-05-26,Thursday,15.9326,4.502
Bangalore,qw23521,2022-05-26,Thursday,12.9068,5.585
Chennai,mq18481,2022-05-26,Thursday,23.279799999999998,7.0440000000000005
Chennai,op18481,2022-05-26,Thursday,36.7442,9.809000000000001
Mysore,uy26932,2022-05-26,Thursday,25.4036,9.465
Mysore,yt26932,2022-05-26,Thursday,6.8306000000000004,2.9560000000000004
Bangalore,ga23521,2022-05-27,Friday,45.1246,20.839
Bangalore,qw23521,2022-05-27,Friday,54.029799999999994,17.25
Chennai,mq18481,2022-05-27,Friday,26.305600000000002,7.183
Chennai,op18481,2022-05-27,Friday,18.4172,8.386
Mysore,uy26932,2022-05-27,Friday,39.4502,11.101
Mysore,yt26932,2022-05-27,Friday,16.6132,9.355
Bangalore,ga23521,2022-05-28,Saturday,7.1422,3.1849999999999996
Bangalore,qw23521,2022-05-28,Saturday,12.218,2.093
Chennai,mq18481,2022-05-28,Saturday,2.337,1.272
Chennai,op18481,2022-05-28,Saturday,8.1098,3.2119999999999997
Mysore,uy26932,2022-05-28,Saturday,16.0146,5.448
Mysore,yt26932,2022-05-28,Saturday,32.2424,9.41
Bangalore,ga23521,2022-05-29,Sunday,19.9342,5.014
Bangalore,qw23521,2022-05-29,Sunday,7.4128,3.867
Chennai,mq18481,2022-05-29,Sunday,33.1608,13.350999999999999
Chennai,op18481,2022-05-29,Sunday,19.7866,8.589
Mysore,uy26932,2022-05-29,Sunday,25.6496,6.462
Mysore,yt26932,2022-05-29,Sunday,37.3756,12.014
Bangalore,ga23521,2022-05-30,Monday,37.6626,12.229
Bangalore,qw23521,2022-05-30,Monday,24.723,9.530000000000001
Chennai,mq18481,2022-05-30,Monday,29.052599999999998,12.618
Chennai,op18481,2022-05-30,Monday,34.5384,10.895999999999999
Mysore,uy26932,2022-05-30,Monday,36.5638,10.789
Mysore,yt26932,2022-05-30,Monday,37.31,9.525
Bangalore,ga23521,2022-05-31,Tuesday,38.8434,10.894
Bangalore,qw23521,2022-05-31,Tuesday,10.865,6.5009999999999994
Chennai,mq18481,2022-05-31,Tuesday,21.7218,6.321
Chennai,op18481,2022-05-31,Tuesday,33.726600000000005,8.106
Mysore,uy26932,2022-05-31,Tuesday,18.6796,7.065
Mysore,yt26932,2022-05-31,Tuesday,12.3656,4.127
