txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
Bangalore,ga23521,2022-09-09,Friday,46.772800000000004,14373
Bangalore,qw23521,2022-09-09,Friday,39.7208,14964
Chennai,mq18481,2022-09-09,Friday,30.176000000000002,9880
Chennai,op18481,2022-09-09,Friday,42.7712,15376
Mysore,uy26932,2022-09-09,Friday,12.783800000000001,3731
Mysore,yt26932,2022-09-09,Friday,22.5582,4589
Bangalore,ga23521,2022-09-10,Saturday,27.904600000000002,9342
Bangalore,qw23521,2022-09-10,Saturday,18.122,7086
Chennai,mq18481,2022-09-10,Saturday,40.016,11893
Chennai,op18481,2022-09-10,Saturday,29.495400000000004,9035
Mysore,uy26932,2022-09-10,Saturday,31.217400000000005,13730
Mysore,yt26932,2022-09-10,Saturday,24.362199999999998,12807
Bangalore,ga23521,2022-09-11,Sunday,14.071200000000001,4462
Bangalore,qw23521,2022-09-11,Sunday,20.6148,7837
Chennai,mq18481,2022-09-11,Sunday,6.6748,2763
Chennai,op18481,2022-09-11,Sunday,7.1668,2518
Mysore,uy26932,2022-09-11,Sunday,14.6042,6780
Bangalore,ga23521,2022-09-12,Monday,54.0872,14264
Bangalore,qw23521,2022-09-12,Monday,29.7332,8296
Chennai,mq18481,2022-09-12,Monday,28.593400000000003,7975
Chennai,op18481,2022-09-12,Monday,41.6888,11212
Mysore,uy26932,2022-09-12,Monday,25.2724,6153
Mysore,yt26932,2022-09-12,Monday,28.9624,12265
Bangalore,ga23521,2022-09-13,Tuesday,8.1016,2126
Bangalore,qw23521,2022-09-13,Tuesday,26.010399999999997,6200
Chennai,mq18481,2022-09-13,Tuesday,7.6014,1375
Chennai,op18481,2022-09-13,Tuesday,13.095400000000001,5130
Mysore,uy26932,2022-09-13,Tuesday,15.301199999999998,5519
Mysore,yt26932,2022-09-13,Tuesday,7.8802,4534
Bangalore,ga23521,2022-09-14,Wednesday,15.703,6271
Bangalore,qw23521,2022-09-14,Wednesday,29.8726,9283
Chennai,mq18481,2022-09-14,Wednesday,28.4294,12307
Chennai,op18481,2022-09-14,Wednesday,19.5406,9166
Mysore,uy26932,2022-09-14,Wednesday,38.1792,10379
Mysore,yt26932,2022-09-14,Wednesday,21.0494,6491
Bangalore,ga23521,2022-09-15,Thursday,12.701800000000002,2639
Bangalore,qw23521,2022-09-15,Thursday,21.6644,5542
Chennai,mq18481,2022-09-15,Thursday,14.6534,7526
Chennai,op18481,2022-09-15,Thursday,26.9862,10240
Mysore,uy26932,2022-09-15,Thursday,12.3,2808
Mysore,yt26932,2022-09-15,Thursday,28.372,9728
Bangalore,ga23521,2022-09-16,Friday,5.7482,1754
Bangalore,qw23521,2022-09-16,Friday,8.0688,3249
Chennai,mq18481,2022-09-16,Friday,26.7894,6274
Chennai,op18481,2022-09-16,Friday,30.1924,7766
Mysore,uy26932,2022-09-16,Friday,8.9052,3449
Mysore,yt26932,2022-09-16,Friday,0.9758,1448
Bangalore,ga23521,2022-09-17,Saturday,35.9488,9312
Bangalore,qw23521,2022-09-17,Saturday,29.2986,8112
Chennai,mq18481,2022-09-17,Saturday,5.756399999999999,1496
Chennai,op18481,2022-09-17,Saturday,21.1396,5487
Mysore,uy26932,2022-09-17,Saturday,25.9776,9296
Mysore,yt26932,2022-09-17,Saturday,26.8714,8921
Bangalore,ga23521,2022-09-18,Sunday,13.530000000000001,3266
Bangalore,qw23521,2022-09-18,Sunday,2.4764,1428
Chennai,mq18481,2022-09-18,Sunday,25.912,9348
Chennai,op18481,2022-09-18,Sunday,5.961399999999999,1211
Mysore,uy26932,2022-09-18,Sunday,12.029399999999999,4392
Mysore,yt26932,2022-09-18,Sunday,10.5288,2612
Bangalore,ga23521,2022-09-19,Monday,21.3692,9458
Bangalore,qw23521,2022-09-19,Monday,24.4852,9110
Chennai,mq18481,2022-09-19,Monday,19.147,7624
Chennai,op18481,2022-09-19,Monday,36.6212,11275
Mysore,uy26932,2022-09-19,Monday,19.6226,9298
Mysore,yt26932,2022-09-19,Monday,18.326999999999998,6944
Bangalore,ga23521,2022-09-20,Tuesday,8.158999999999999,1109
Bangalore,qw23521,2022-09-20,Tuesday,19.5816,4266
Chennai,mq18481,2022-09-20,Tuesday,22.9436,6992
Chennai,op18481,2022-09-20,Tuesday,26.1006,6136
Mysore,uy26932,2022-09-20,Tuesday,7.831,1896
Mysore,yt26932,2022-09-20,Tuesday,2.5748,1337
Bangalore,ga23521,2022-09-21,Wednesday,16.1294,6061
Bangalore,qw23521,2022-09-21,Wednesday,31.9636,10234
Chennai,mq18481,2022-09-21,Wednesday,58.2528,17997
Chennai,op18481,2022-09-21,Wednesday,28.9788,8128
Mysore,uy26932,2022-09-21,Wednesday,19.9998,6365
Mysore,yt26932,2022-09-21,Wednesday,42.312,13004
Bangalore,ga23521,2022-09-22,Thursday,27.5848,10267
Bangalore,qw23521,2022-09-22,Thursday,30.7582,11309
Chennai,mq18481,2022-09-22,Thursday,42.0988,12367
Chennai,op18481,2022-09-22,Thursday,15.7604,5631
Mysore,uy26932,2022-09-22,Thursday,32.217800000000004,10069
Mysore,yt26932,2022-09-22,Thursday,41.6314,11900
Bangalore,ga23521,2022-09-23,Friday,17.9334,6116
Bangalore,qw23521,2022-09-23,Friday,3.2718000000000003,1348
Chennai,mq18481,2022-09-23,Friday,5.690799999999999,3106
Chennai,op18481,2022-09-23,Friday,11.209399999999999,2553
Mysore,uy26932,2022-09-23,Friday,8.7166,3536
Mysore,yt26932,2022-09-23,Friday,3.5260000000000002,3540
Bangalore,ga23521,2022-09-24,Saturday,18.6058,6749
Bangalore,qw23521,2022-09-24,Saturday,29.0444,13837
Chennai,mq18481,2022-09-24,Saturday,27.6094,10601
Chennai,op18481,2022-09-24,Saturday,11.1766,4265
Mysore,uy26932,2022-09-24,Saturday,29.9956,8887
Mysore,yt26932,2022-09-24,Saturday,9.2578,2665
Bangalore,ga23521,2022-09-25,Sunday,24.2064,11512
Bangalore,qw23521,2022-09-25,Sunday,37.9168,8795
Chennai,mq18481,2022-09-25,Sunday,40.795,11211
Chennai,op18481,2022-09-25,Sunday,32.7508,12199
Mysore,uy26932,2022-09-25,Sunday,15.219199999999999,6658
Mysore,yt26932,2022-09-25,Sunday,38.2284,10891
Bangalore,ga23521,2022-09-26,Monday,35.711,11559
Bangalore,qw23521,2022-09-26,Monday,28.9378,9602
Chennai,mq18481,2022-09-26,Monday,31.840600000000002,11756
Chennai,op18481,2022-09-26,Monday,43.4108,14270
Mysore,uy26932,2022-09-26,Monday,37.4986,14341
Mysore,yt26932,2022-09-26,Monday,53.5214,15060
Bangalore,ga23521,2022-09-27,Tuesday,5.8056,1775
Bangalore,qw23521,2022-09-27,Tuesday,18.2286,9952
Chennai,mq18481,2022-09-27,Tuesday,11.152000000000001,3404
Chennai,op18481,2022-09-27,Tuesday,18.146600000000003,6183
Mysore,uy26932,2022-09-27,Tuesday,9.1594,3158
Mysore,yt26932,2022-09-27,Tuesday,8.077,4084
Bangalore,ga23521,2022-09-28,Wednesday,9.635,2916
Bangalore,qw23521,2022-09-28,Wednesday,22.345000000000002,5469
Chennai,mq18481,2022-09-28,Wednesday,22.4188,6336
Chennai,op18481,2022-09-28,Wednesday,6.5927999999999995,1194
Mysore,uy26932,2022-09-28,Wednesday,21.1232,5363
Mysore,yt26932,2022-09-28,Wednesday,8.7166,4367
Bangalore,ga23521,2022-09-29,Thursday,4.8462,1211
Bangalore,qw23521,2022-09-29,Thursday,13.0216,4503
Chennai,mq18481,2022-09-29,Thursday,10.0942,5698
Chennai,op18481,2022-09-29,Thursday,16.686999999999998,4632
Mysore,uy26932,2022-09-29,Thursday,8.733,4895
Mysore,yt26932,2022-09-29,Thursday,20.664,7293
Bangalore,ga23521,2022-09-30,Friday,20.0408,6778
Bangalore,qw23521,2022-09-30,Friday,26.108800000000002,12321
Chennai,mq18481,2022-09-30,Friday,39.0976,12457
Chennai,op18481,2022-09-30,Friday,33.9644,11295
Mysore,uy26932,2022-09-30,Friday,26.3138,9282
Mysore,yt26932,2022-09-30,Friday,34.8254,10870
