txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
Bangalore,ga23521,2022-06-15,Wednesday,19.174999999999997,4105
Bangalore,qw23521,2022-06-15,Wednesday,26.5972,9971
Chennai,mq18481,2022-06-15,Wednesday,10.1598,3529
Chennai,op18481,2022-06-15,Wednesday,9.617,2427
Mysore,uy26932,2022-06-15,Wednesday,22.1722,4214
Mysore,yt26932,2022-06-15,Wednesday,23.7534,6762
Bangalore,ga23521,2022-06-16,Thursday,17.6764,3538
Chennai,mq18481,2022-06-16,Thursday,37.736399999999996,6612
Chennai,op18481,2022-06-16,Thursday,10.2778,4019
Mysore,uy26932,2022-06-16,Thursday,39.6244,8372
Mysore,yt26932,2022-06-16,Thursday,45.1704,7379
Bangalore,ga23521,2022-06-17,Friday,17.8652,3541
Bangalore,qw23521,2022-06-17,Friday,24.7564,5213
Chennai,mq18481,2022-06-17,Friday,14.0302,3284
Chennai,op18481,2022-06-17,Friday,18.7148,6626
Mysore,uy26932,2022-06-17,Friday,9.2512,1312
Mysore,yt26932,2022-06-17,Friday,36.757,7873
Bangalore,ga23521,2022-06-18,Saturday,29.8186,6040
Bangalore,qw23521,2022-06-18,Saturday,53.4186,14061
Chennai,mq18481,2022-06-18,Saturday,51.0468,9644
Chennai,op18481,2022-06-18,Saturday,76.287,17553
Mysore,uy26932,2022-06-18,Saturday,31.4824,6955
Mysore,yt26932,2022-06-18,Saturday,61.348200000000006,12628
Bangalore,ga23521,2022-06-19,Sunday,90.6948,18912
Bangalore,qw23521,2022-06-19,Sunday,19.4818,4715
Chennai,mq18481,2022-06-19,Sunday,28.3082,6772
Chennai,op18481,2022-06-19,Sunday,33.629999999999995,5541
Mysore,uy26932,2022-06-19,Sunday,12.862,6727
Mysore,yt26932,2022-06-19,Sunday,37.996,11973
Bangalore,ga23521,2022-06-20,Monday,28.261,9863
Bangalore,qw23521,2022-06-20,Monday,19.8594,5995
Chennai,mq18481,2022-06-20,Monday,77.3726,16505
Chennai,op18481,2022-06-20,Monday,45.3592,9927
Mysore,uy26932,2022-06-20,Monday,20.0364,5664
Mysore,yt26932,2022-06-20,Monday,55.8612,12847
Bangalore,ga23521,2022-06-21,Tuesday,13.157,2985
Bangalore,qw23521,2022-06-21,Tuesday,34.751,8050
Chennai,mq18481,2022-06-21,Tuesday,35.7186,8342
Chennai,op18481,2022-06-21,Tuesday,24.6738,7664
Mysore,uy26932,2022-06-21,Tuesday,11.8,3637
Mysore,yt26932,2022-06-21,Tuesday,12.2484,2999
Mysore,yt26932,2022-06-22,Wednesday,3.5517999999999996,1517
Bangalore,ga23521,2022-06-22,Wednesday,75.3194,13018
Bangalore,qw23521,2022-06-22,Wednesday,44.651199999999996,10987
Chennai,mq18481,2022-06-22,Wednesday,27.966,7589
Chennai,op18481,2022-06-22,Wednesday,57.9498,11004
Mysore,uy26932,2022-06-22,Wednesday,51.153,8334
Mysore,yt26932,2022-06-22,Wednesday,23.434800000000003,7264
Bangalore,ga23521,2022-06-23,Thursday,39.4474,8106
Bangalore,qw23521,2022-06-23,Thursday,87.5678,17217
Chennai,mq18481,2022-06-23,Thursday,64.133,17866
Chennai,op18481,2022-06-23,Thursday,49.9258,11371
Mysore,uy26932,2022-06-23,Thursday,58.55160000000001,11541
Mysore,yt26932,2022-06-23,Thursday,23.0926,6336
Bangalore,ga23521,2022-06-24,Friday,50.4922,9510
Bangalore,qw23521,2022-06-24,Friday,56.297799999999995,12229
Chennai,mq18481,2022-06-24,Friday,45.8548,13696
Chennai,op18481,2022-06-24,Friday,56.2624,12871
Mysore,uy26932,2022-06-24,Friday,54.457,14163
Mysore,yt26932,2022-06-24,Friday,56.026399999999995,15661
Bangalore,ga23521,2022-06-25,Saturday,3.6344000000000003,1939
Bangalore,qw23521,2022-06-25,Saturday,37.2998,5924
Chennai,mq18481,2022-06-25,Saturday,31.3526,10200
Chennai,op18481,2022-06-25,Saturday,31.423399999999997,5757
Mysore,uy26932,2022-06-25,Saturday,36.4974,8281
Mysore,yt26932,2022-06-25,Saturday,62.363,10672
Bangalore,ga23521,2022-06-26,Sunday,24.0956,5226
Bangalore,qw23521,2022-06-26,Sunday,20.0364,7866
Chennai,mq18481,2022-06-26,Sunday,48.97,10842
Chennai,op18481,2022-06-26,Sunday,7.0328,1476
Mysore,uy26932,2022-06-26,Sunday,64.3454,12312
Mysore,yt26932,2022-06-26,Sunday,27.3288,3511
Bangalore,ga23521,2022-06-27,Monday,42.3384,9085
Bangalore,qw23521,2022-06-27,Monday,51.0232,10255
Chennai,mq18481,2022-06-27,Monday,6.313000000000001,3358
Chennai,op18481,2022-06-27,Monday,38.456199999999995,9195
Mysore,uy26932,2022-06-27,Monday,24.367,7059
Mysore,yt26932,2022-06-27,Monday,27.0574,4529
Bangalore,ga23521,2022-06-28,Tuesday,16.1542,4373
Bangalore,qw23521,2022-06-28,Tuesday,43.742599999999996,10918
Chennai,mq18481,2022-06-28,Tuesday,70.5286,16771
Chennai,op18481,2022-06-28,Tuesday,28.261000000000003,8853
Mysore,uy26932,2022-06-28,Tuesday,37.559400000000004,7688
Mysore,yt26932,2022-06-28,Tuesday,32.8748,6579
Bangalore,ga23521,2022-06-29,Wednesday,39.8958,10226
Bangalore,qw23521,2022-06-29,Wednesday,66.3986,11289
Chennai,mq18481,2022-06-29,Wednesday,53.3242,14232
Chennai,op18481,2022-06-29,Wednesday,39.471000000000004,8042
Mysore,uy26932,2022-06-29,Wednesday,25.842,5017
Mysore,yt26932,2022-06-29,Wednesday,39.0462,9516
Bangalore,ga23521,2022-06-30,Thursday,27.1282,6532
Bangalore,qw23521,2022-06-30,Thursday,28.780199999999997,7430
Chennai,mq18481,2022-06-30,Thursday,29.2876,8123
Chennai,op18481,2022-06-30,Thursday,18.1366,5632
Mysore,uy26932,2022-06-30,Thursday,22.325599999999998,5820
Mysore,yt26932,2022-06-30,Thursday,21.122,3416
