txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredkWh
Chennai,mq18481,2022-01-15,Saturday,45.821600000000004,13.269
Chennai,op18481,2022-01-15,Saturday,50.8236,14.883
Mysore,uy26932,2022-01-15,Saturday,50.184,13.495
Mysore,yt26932,2022-01-15,Saturday,30.6844,11.606
Bangalore,ga23521,2022-01-16,Sunday,13.2676,3.692
Bangalore,qw23521,2022-01-16,Sunday,26.445000000000004,7.038
Chennai,mq18481,2022-01-16,Sunday,9.930200000000001,3.324
Chennai,op18481,2022-01-16,Sunday,29.11,9.434
Mysore,uy26932,2022-01-16,Sunday,29.315,8.581
Mysore,yt26932,2022-01-16,Sunday,14.0712,4.475
Bangalore,ga23521,2022-01-17,Monday,19.4176,6.073
Bangalore,qw23521,2022-01-17,Monday,5.0266,1.603
Chennai,mq18481,2022-01-17,Monday,8.0278,1.279
Chennai,op18481,2022-01-17,Monday,4.6575999999999995,1.429
Mysore,uy26932,2022-01-17,Monday,1.435,1.316
Mysore,yt26932,2022-01-17,Monday,12.636199999999999,2.4939999999999998
Bangalore,ga23521,2022-01-18,Tuesday,24.7066,12.831
Bangalore,qw23521,2022-01-18,Tuesday,32.8656,9.88
Chennai,mq18481,2022-01-18,Tuesday,30.011999999999997,11.488
Chennai,op18481,2022-01-18,Tuesday,23.4274,6.043
Mysore,uy26932,2022-01-18,Tuesday,46.4038,15.0
Mysore,yt26932,2022-01-18,Tuesday,8.7576,3.6630000000000003
Bangalore,ga23521,2022-01-19,Wednesday,13.0626,4.9110000000000005
Bangalore,qw23521,2022-01-19,Wednesday,13.8744,3.6719999999999997
Chennai,mq18481,2022-01-19,Wednesday,11.5128,6.233
Chennai,op18481,2022-01-19,Wednesday,7.3226,3.591
Mysore,uy26932,2022-01-19,Wednesday,19.3766,6.37
Mysore,yt26932,2022-01-19,Wednesday,1.148,1.158
Bangalore,ga23521,2022-01-20,Thursday,27.1092,10.32
Bangalore,qw23521,2022-01-20,Thursday,41.492000000000004,12.591
Chennai,mq18481,2022-01-20,Thursday,32.513,6.785
Chennai,op18481,2022-01-20,Thursday,42.927,13.365
Mysore,uy26932,2022-01-20,Thursday,28.970599999999997,9.198
Mysore,yt26932,2022-01-20,Thursday,22.181,9.243
Bangalore,ga23521,2022-01-21,Friday,23.083,10.018
Bangalore,qw23521,2022-01-21,Friday,7.1586,3.649
Chennai,op18481,2022-01-21,Friday,17.3184,4.798
Mysore,uy26932,2022-01-21,Friday,10.6518,2.7380000000000004
Mysore,yt26932,2022-01-21,Friday,2.993,1.153
Bangalore,ga23521,2022-01-22,Saturday,9.7498,3.0229999999999997
Bangalore,qw23521,2022-01-22,Saturday,17.6218,6.221
Chennai,mq18481,2022-01-22,Saturday,4.2886,3.431
Chennai,op18481,2022-01-22,Saturday,18.3188,5.413
Mysore,uy26932,2022-01-22,Saturday,14.956800000000001,3.997
Mysore,yt26932,2022-01-22,Saturday,5.6498,1.938
Bangalore,ga23521,2022-01-23,Sunday,20.3934,8.656
Bangalore,qw23521,2022-01-23,Sunday,6.633800000000001,3.739
Chennai,mq18481,2022-01-23,Sunday,5.9532,3.431
Chennai,op18481,2022-01-23,Sunday,15.235599999999998,6.546
Mysore,uy26932,2022-01-23,Sunday,16.7198,8.618
Mysore,yt26932,2022-01-23,Sunday,15.768600000000001,3.885
Bangalore,ga23521,2022-01-24,Monday,9.7498,4.87
Bangalore,qw23521,2022-01-24,Monday,9.3808,3.4
Chennai,mq18481,2022-01-24,Monday,26.445,9.003
Chennai,op18481,2022-01-24,Monday,47.4616,13.543
Mysore,uy26932,2022-01-24,Monday,7.224200000000001,1.7
Mysore,yt26932,2022-01-24,Monday,26.773,10.331
Bangalore,ga23521,2022-01-25,Tuesday,27.2896,8.058
Bangalore,qw23521,2022-01-25,Tuesday,1.2792000000000001,1.331
Chennai,mq18481,2022-01-25,Tuesday,25.764400000000002,8.823
Chennai,op18481,2022-01-25,Tuesday,28.6918,8.036999999999999
Mysore,uy26932,2022-01-25,Tuesday,20.0162,6.603
Mysore,yt26932,2022-01-25,Tuesday,17.343,6.454
Bangalore,ga23521,2022-01-26,Wednesday,6.2074,1.994
Bangalore,qw23521,2022-01-26,Wednesday,16.0802,4.258
Chennai,mq18481,2022-01-26,Wednesday,15.5882,5.8740000000000006
Chennai,op18481,2022-01-26,Wednesday,22.8944,5.7620000000000005
Mysore,uy26932,2022-01-26,Wednesday,23.575,7.255
Mysore,yt26932,2022-01-26,Wednesday,10.3238,3.255
Bangalore,ga23521,2022-01-27,Thursday,6.314,1.849
Bangalore,qw23521,2022-01-27,Thursday,1.0086000000000002,1.552
Chennai,mq18481,2022-01-27,Thursday,0.9512,1.248
Chennai,op18481,2022-01-27,Thursday,26.674599999999998,7.949
Mysore,uy26932,2022-01-27,Thursday,9.831800000000001,4.136
Mysore,yt26932,2022-01-27,Thursday,13.521799999999999,5.926
Bangalore,ga23521,2022-01-28,Friday,19.8686,10.227
Bangalore,qw23521,2022-01-28,Friday,8.052399999999999,3.436
Chennai,mq18481,2022-01-28,Friday,24.739400000000003,9.402
Chennai,op18481,2022-01-28,Friday,37.2198,12.5
Mysore,uy26932,2022-01-28,Friday,14.546800000000001,5.963
Mysore,yt26932,2022-01-28,Friday,20.8772,8.117
Bangalore,ga23521,2022-01-29,Saturday,33.8168,8.701
Bangalore,qw23521,2022-01-29,Saturday,16.195,9.143
Chennai,mq18481,2022-01-29,Saturday,17.302,8.048
Chennai,op18481,2022-01-29,Saturday,47.2074,13.342
Mysore,uy26932,2022-01-29,Saturday,24.7066,6.938
Mysore,yt26932,2022-01-29,Saturday,29.848,11.091
Bangalore,ga23521,2022-01-30,Sunday,8.331199999999999,3.403
Bangalore,qw23521,2022-01-30,Sunday,47.1008,17.718
Chennai,mq18481,2022-01-30,Sunday,34.3498,13.593
Chennai,op18481,2022-01-30,Sunday,19.8112,8.21
Mysore,uy26932,2022-01-30,Sunday,14.8256,8.542
Mysore,yt26932,2022-01-30,Sunday,28.9706,9.087
Bangalore,ga23521,2022-01-31,Monday,63.7386,18.358
Bangalore,qw23521,2022-01-31,Monday,26.1334,12.054
Chennai,mq18481,2022-01-31,Monday,24.8624,8.679
Chennai,op18481,2022-01-31,Monday,31.2092,11.38
Mysore,uy26932,2022-01-31,Monday,35.2108,10.551
Mysore,yt26932,2022-01-31,Monday,12.5296,7.796
