txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
mq18481,2022-12-16,Friday,16.2014,4717
op18481,2022-12-16,Friday,39.5182,8817
qw23521,2022-12-16,Friday,10.348600000000001,4965
uy26932,2022-12-16,Friday,2.891,3039
yt26932,2022-12-16,Friday,10.089,3080
ga23521,2022-12-17,Saturday,75.7324,14235
mq18481,2022-12-17,Saturday,84.2638,19835
op18481,2022-12-17,Saturday,31.387999999999998,7757
qw23521,2022-12-17,Saturday,38.763,8520
uy26932,2022-12-17,Saturday,40.1554,8031
yt26932,2022-12-17,Saturday,35.6832,7177
ga23521,2022-12-18,Sunday,25.842,4694
mq18481,2022-12-18,Sunday,26.786,8494
qw23521,2022-12-18,Sunday,40.238,9631
uy26932,2022-12-18,Sunday,19.9892,10209
yt26932,2022-12-18,Sunday,23.6944,4554
ga23521,2022-12-19,Monday,13.8414,5446
mq18481,2022-12-19,Monday,65.2422,14376
op18481,2022-12-19,Monday,46.2796,11751
qw23521,2022-12-19,Monday,36.344,10712
uy26932,2022-12-19,Monday,13.511,4930
yt26932,2022-12-19,Monday,21.0158,7766
ga23521,2022-12-20,Tuesday,32.863,9865
mq18481,2022-12-20,Tuesday,22.597,8078
op18481,2022-12-20,Tuesday,56.8996,15694
qw23521,2022-12-20,Tuesday,68.2394,15606
uy26932,2022-12-20,Tuesday,59.1062,9717
yt26932,2022-12-20,Tuesday,55.0234,12900
ga23521,2022-12-21,Wednesday,41.064,7802
mq18481,2022-12-21,Wednesday,20.4966,4217
op18481,2022-12-21,Wednesday,67.8854,14144
qw23521,2022-12-21,Wednesday,24.012999999999998,6756
uy26932,2022-12-21,Wednesday,25.547000000000004,7875
yt26932,2022-12-21,Wednesday,67.7556,15160
ga23521,2022-12-22,Thursday,27.317,6511
mq18481,2022-12-22,Thursday,22.0542,7736
op18481,2022-12-22,Thursday,43.8252,10589
qw23521,2022-12-22,Thursday,31.8364,5964
uy26932,2022-12-22,Thursday,46.1852,10184
yt26932,2022-12-22,Thursday,65.8322,13463
ga23521,2022-12-23,Friday,46.9404,9638
mq18481,2022-12-23,Friday,34.1728,9944
op18481,2022-12-23,Friday,49.2178,10490
qw23521,2022-12-23,Friday,1.6637999999999997,1111
uy26932,2022-12-23,Friday,27.494,4946
yt26932,2022-12-23,Friday,13.4874,2921
ga23521,2022-12-24,Saturday,38.456199999999995,6950
mq18481,2022-12-24,Saturday,17.5938,4926
op18481,2022-12-24,Saturday,7.6936,1897
qw23521,2022-12-24,Saturday,28.4262,7581
uy26932,2022-12-24,Saturday,11.2336,2980
yt26932,2022-12-24,Saturday,13.9594,2617
ga23521,2022-12-25,Sunday,46.952200000000005,13247
mq18481,2022-12-25,Sunday,48.6042,12718
op18481,2022-12-25,Sunday,40.828,12154
qw23521,2022-12-25,Sunday,26.656200000000002,6309
uy26932,2022-12-25,Sunday,89.5974,17192
yt26932,2022-12-25,Sunday,81.3138,16512
ga23521,2022-12-26,Monday,38.9636,7350
mq18481,2022-12-26,Monday,69.7734,14384
op18481,2022-12-26,Monday,24.6384,10985
qw23521,2022-12-26,Monday,18.0894,4457
uy26932,2022-12-26,Monday,23.954,6886
yt26932,2022-12-26,Monday,45.0996,9321
ga23521,2022-12-27,Tuesday,38.7984,7712
mq18481,2022-12-27,Tuesday,37.8544,7043
op18481,2022-12-27,Tuesday,44.0848,12658
qw23521,2022-12-27,Tuesday,37.3588,8263
uy26932,2022-12-27,Tuesday,40.391400000000004,8448
yt26932,2022-12-27,Tuesday,7.9886,5187
ga23521,2022-12-28,Wednesday,16.4728,4975
mq18481,2022-12-28,Wednesday,35.730399999999996,10179
op18481,2022-12-28,Wednesday,24.3198,7538
qw23521,2022-12-28,Wednesday,25.488,7434
uy26932,2022-12-28,Wednesday,16.4728,4802
yt26932,2022-12-28,Wednesday,14.5612,3255
ga23521,2022-12-29,Thursday,7.776199999999999,1653
mq18481,2022-12-29,Thursday,20.060000000000002,3234
op18481,2022-12-29,Thursday,22.6324,4003
qw23521,2022-12-29,Thursday,38.3146,11139
uy26932,2022-12-29,Thursday,21.653,3585
yt26932,2022-12-29,Thursday,36.6862,8056
ga23521,2022-12-30,Friday,17.2044,3854
mq18481,2022-12-30,Friday,51.2474,10847
op18481,2022-12-30,Friday,52.568999999999996,10994
qw23521,2022-12-30,Friday,47.731,11677
uy26932,2022-12-30,Friday,19.6942,5805
yt26932,2022-12-30,Friday,52.2976,12318
ga23521,2022-12-31,Saturday,29.429199999999998,8644
mq18481,2022-12-31,Saturday,67.024,12315
op18481,2022-12-31,Saturday,18.467,7093
qw23521,2022-12-31,Saturday,46.551,12314
uy26932,2022-12-31,Saturday,27.1518,6193
yt26932,2022-12-31,Saturday,50.9406,11693
