txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
Chennai,mq18481,2022-12-26,Monday,11.7178,5897
Chennai,op18481,2022-12-26,Monday,23.9112,9370
Mysore,uy26932,2022-12-26,Monday,27.8636,8847
Mysore,yt26932,2022-12-26,Monday,4.7724,1914
Bangalore,ga23521,2022-12-27,Tuesday,10.2828,6331
Bangalore,qw23521,2022-12-27,Tuesday,15.703,7914
Chennai,mq18481,2022-12-27,Tuesday,17.9088,4365
Chennai,op18481,2022-12-27,Tuesday,37.6134,9652
Mysore,uy26932,2022-12-27,Tuesday,33.6938,12191
Mysore,yt26932,2022-12-27,Tuesday,18.5648,6493
Bangalore,ga23521,2022-12-28,Wednesday,40.6228,9457
Bangalore,qw23521,2022-12-28,Wednesday,34.0628,10666
Chennai,mq18481,2022-12-28,Wednesday,44.485,11720
Chennai,op18481,2022-12-28,Wednesday,19.1798,7828
Mysore,uy26932,2022-12-28,Wednesday,16.5968,6575
Mysore,yt26932,2022-12-28,Wednesday,26.527,8434
Bangalore,qw23521,2022-12-29,Thursday,19.8358,5778
Chennai,mq18481,2022-12-29,Thursday,18.425400000000003,5752
Chennai,op18481,2022-12-29,Thursday,9.8072,2439
Mysore,uy26932,2022-12-29,Thursday,25.5758,7592
Mysore,yt26932,2022-12-29,Thursday,10.0942,2231
Bangalore,ga23521,2022-12-30,Friday,28.224400000000003,11355
Bangalore,qw23521,2022-12-30,Friday,27.429,11674
Chennai,mq18481,2022-12-30,Friday,15.2848,4714
Chennai,op18481,2022-12-30,Friday,15.3504,8553
Mysore,uy26932,2022-12-30,Friday,27.461800000000004,6039
Mysore,yt26932,2022-12-30,Friday,41.861000000000004,11142
Bangalore,ga23521,2022-12-31,Saturday,30.299,9589
Bangalore,qw23521,2022-12-31,Saturday,24.9526,9404
Chennai,mq18481,2022-12-31,Saturday,56.8998,16078
Chennai,op18481,2022-12-31,Saturday,27.666800000000002,9362
Mysore,uy26932,2022-12-31,Saturday,10.5206,4035
Mysore,yt26932,2022-12-31,Saturday,30.8156,9793
