txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
Chennai,op18481,2022-10-20,Thursday,22.3846,4171
Mysore,uy26932,2022-10-20,Thursday,69.2778,14598
Mysore,yt26932,2022-10-20,Thursday,55.837599999999995,9862
Bangalore,ga23521,2022-10-21,Friday,20.154400000000003,5559
Bangalore,qw23521,2022-10-21,Friday,27.340600000000002,9441
Chennai,mq18481,2022-10-21,Friday,54.6458,10318
Chennai,op18481,2022-10-21,Friday,39.9312,9057
Mysore,uy26932,2022-10-21,Friday,40.5094,6869
Mysore,yt26932,2022-10-21,Friday,15.410800000000002,4492
Bangalore,ga23521,2022-10-22,Saturday,18.762,4906
Bangalore,qw23521,2022-10-22,Saturday,28.2138,6767
Chennai,mq18481,2022-10-22,Saturday,37.878,12087
Chennai,op18481,2022-10-22,Saturday,60.8998,11469
Mysore,uy26932,2022-10-22,Saturday,38.9636,7091
Mysore,yt26932,2022-10-22,Saturday,18.4434,6275
Bangalore,ga23521,2022-10-23,Sunday,18.0186,6426
Bangalore,qw23521,2022-10-23,Sunday,43.2706,8659
Chennai,mq18481,2022-10-23,Sunday,61.0886,14738
Chennai,op18481,2022-10-23,Sunday,37.17,6186
Mysore,uy26932,2022-10-23,Sunday,30.4086,14082
Mysore,yt26932,2022-10-23,Sunday,52.7932,16592
Bangalore,ga23521,2022-10-24,Monday,29.983800000000002,10940
Bangalore,qw23521,2022-10-24,Monday,38.4916,8809
Chennai,mq18481,2022-10-24,Monday,40.4858,7629
Chennai,op18481,2022-10-24,Monday,41.630399999999995,9088
Mysore,uy26932,2022-10-24,Monday,33.6772,15137
Mysore,yt26932,2022-10-24,Monday,50.2444,11197
Bangalore,ga23521,2022-10-25,Tuesday,54.7992,14636
Bangalore,qw23521,2022-10-25,Tuesday,43.6836,11605
Chennai,op18481,2022-10-25,Tuesday,64.0976,15621
Mysore,uy26932,2022-10-25,Tuesday,80.2282,16565
Mysore,yt26932,2022-10-25,Tuesday,63.5784,12616
Bangalore,qw23521,2022-10-26,Wednesday,29.1932,5860
Chennai,mq18481,2022-10-26,Wednesday,12.944599999999998,2764
Chennai,op18481,2022-10-26,Wednesday,6.1478,1839
Mysore,uy26932,2022-10-26,Wednesday,32.3792,5270
Bangalore,ga23521,2022-10-27,Thursday,14.0184,3696
Bangalore,qw23521,2022-10-27,Thursday,71.5434,12763
Chennai,mq18481,2022-10-27,Thursday,57.6902,16069
Chennai,op18481,2022-10-27,Thursday,73.691,16840
Mysore,uy26932,2022-10-27,Thursday,108.4656,17536
Mysore,yt26932,2022-10-27,Thursday,29.6416,7231
Bangalore,ga23521,2022-10-28,Friday,40.7808,9059
Bangalore,qw23521,2022-10-28,Friday,27.14,5915
Chennai,mq18481,2022-10-28,Friday,65.5726,17810
Chennai,op18481,2022-10-28,Friday,39.647999999999996,9618
Mysore,uy26932,2022-10-28,Friday,43.034600000000005,8803
Mysore,yt26932,2022-10-28,Friday,18.3962,5133
Bangalore,ga23521,2022-10-29,Saturday,51.3536,12276
Bangalore,qw23521,2022-10-29,Saturday,47.0348,8536
Chennai,mq18481,2022-10-29,Saturday,49.8668,7637
Chennai,op18481,2022-10-29,Saturday,61.6904,15816
Mysore,uy26932,2022-10-29,Saturday,41.8428,6322
Mysore,yt26932,2022-10-29,Saturday,47.4242,12693
Bangalore,ga23521,2022-10-30,Sunday,7.3278,2569
Bangalore,qw23521,2022-10-30,Sunday,44.486,11464
Chennai,mq18481,2022-10-30,Sunday,33.807,8018
Chennai,op18481,2022-10-30,Sunday,7.2216000000000005,2262
Mysore,uy26932,2022-10-30,Sunday,15.9772,3689
Mysore,yt26932,2022-10-30,Sunday,8.2364,2766
Bangalore,ga23521,2022-10-31,Monday,21.594,4028
Bangalore,qw23521,2022-10-31,Monday,51.6014,11432
Chennai,mq18481,2022-10-31,Monday,55.401,10775
Chennai,op18481,2022-10-31,Monday,29.381999999999998,4913
Mysore,uy26932,2022-10-31,Monday,47.766400000000004,7669
Mysore,yt26932,2022-10-31,Monday,20.8388,4604
