txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
uy26932,2022-10-21,Friday,10.4784,4700
ga23521,2022-10-22,Saturday,17.3932,3844
mq18481,2022-10-22,Saturday,6.2658000000000005,3533
op18481,2022-10-22,Saturday,3.5872,1881
qw23521,2022-10-22,Saturday,51.4362,10923
uy26932,2022-10-22,Saturday,20.7562,4422
yt26932,2022-10-22,Saturday,6.195,2735
ga23521,2022-10-23,Sunday,32.815799999999996,9167
mq18481,2022-10-23,Sunday,37.464999999999996,7823
op18481,2022-10-23,Sunday,27.966,8706
qw23521,2022-10-23,Sunday,33.0636,6772
uy26932,2022-10-23,Sunday,22.2076,4947
yt26932,2022-10-23,Sunday,36.2732,10976
mq18481,2022-10-24,Monday,17.3342,3321
op18481,2022-10-24,Monday,21.889,5940
qw23521,2022-10-24,Monday,12.4136,4594
uy26932,2022-10-24,Monday,6.8322,1675
yt26932,2022-10-24,Monday,8.8028,1776
ga23521,2022-10-25,Tuesday,9.1568,3763
mq18481,2022-10-25,Tuesday,21.3226,5883
op18481,2022-10-25,Tuesday,2.8438,3294
qw23521,2022-10-25,Tuesday,9.6996,1179
uy26932,2022-10-25,Tuesday,20.9686,2911
yt26932,2022-10-25,Tuesday,28.166600000000003,7985
ga23521,2022-10-26,Wednesday,30.113599999999998,6052
mq18481,2022-10-26,Wednesday,44.2264,12258
op18481,2022-10-26,Wednesday,48.6278,12513
qw23521,2022-10-26,Wednesday,41.6422,11237
uy26932,2022-10-26,Wednesday,57.4778,15034
yt26932,2022-10-26,Wednesday,21.605800000000002,6543
ga23521,2022-10-27,Thursday,55.3184,10533
mq18481,2022-10-27,Thursday,56.946799999999996,14043
op18481,2022-10-27,Thursday,63.6492,13626
qw23521,2022-10-27,Thursday,28.3318,6526
uy26932,2022-10-27,Thursday,28.6858,5544
yt26932,2022-10-27,Thursday,53.123599999999996,10926
ga23521,2022-10-28,Friday,43.3532,8083
mq18481,2022-10-28,Friday,45.3356,12362
op18481,2022-10-28,Friday,26.963,7683
qw23521,2022-10-28,Friday,29.9838,6772
uy26932,2022-10-28,Friday,15.7058,5822
yt26932,2022-10-28,Friday,41.2528,7857
ga23521,2022-10-29,Saturday,37.052,10443
mq18481,2022-10-29,Saturday,28.497,7545
op18481,2022-10-29,Saturday,51.2592,12828
qw23521,2022-10-29,Saturday,82.0218,17414
uy26932,2022-10-29,Saturday,35.3174,9126
yt26932,2022-10-29,Saturday,39.6008,8873
ga23521,2022-10-30,Sunday,8.6848,3085
mq18481,2022-10-30,Sunday,25.4998,4746
op18481,2022-10-30,Sunday,38.456199999999995,7483
qw23521,2022-10-30,Sunday,77.5378,17339
yt26932,2022-10-30,Sunday,14.7618,4512
ga23521,2022-10-31,Monday,25.1812,7454
mq18481,2022-10-31,Monday,41.4416,9774
op18481,2022-10-31,Monday,68.7232,14671
qw23521,2022-10-31,Monday,42.6216,8245
uy26932,2022-10-31,Monday,67.1656,13409
yt26932,2022-10-31,Monday,45.182199999999995,13424
