txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredkWh
Bangalore,qw23521,2022-12-19,Monday,21.115000000000002,6.958
Chennai,mq18481,2022-12-19,Monday,23.7718,8.741
Chennai,op18481,2022-12-19,Monday,35.965199999999996,9.869
Mysore,uy26932,2022-12-19,Monday,22.066200000000002,5.7330000000000005
Mysore,yt26932,2022-12-19,Monday,32.8574,11.761
Bangalore,ga23521,2022-12-20,Tuesday,11.9474,6.052
Bangalore,qw23521,2022-12-20,Tuesday,16.605,4.589
Chennai,mq18481,2022-12-20,Tuesday,32.6196,10.824
Chennai,op18481,2022-12-20,Tuesday,27.8718,9.649
Mysore,uy26932,2022-12-20,Tuesday,14.1204,3.132
Mysore,yt26932,2022-12-20,Tuesday,42.2054,15.938
Bangalore,ga23521,2022-12-21,Wednesday,17.63,6.8420000000000005
Bangalore,qw23521,2022-12-21,Wednesday,11.4636,3.6660000000000004
Chennai,mq18481,2022-12-21,Wednesday,22.181,7.967
Chennai,op18481,2022-12-21,Wednesday,30.7254,9.154
Mysore,uy26932,2022-12-21,Wednesday,8.3886,3.902
Mysore,yt26932,2022-12-21,Wednesday,34.964800000000004,12.193
Bangalore,ga23521,2022-12-22,Thursday,8.8232,3.726
Bangalore,qw23521,2022-12-22,Thursday,4.3132,2.581
Chennai,mq18481,2022-12-22,Thursday,15.3914,5.6659999999999995
Chennai,op18481,2022-12-22,Thursday,21.1314,6.08
Mysore,uy26932,2022-12-22,Thursday,28.823,9.761
Mysore,yt26932,2022-12-22,Thursday,5.125,1.217
Bangalore,ga23521,2022-12-23,Friday,23.7636,5.174
Bangalore,qw23521,2022-12-23,Friday,14.5222,3.402
Chennai,mq18481,2022-12-23,Friday,24.682000000000002,6.474
Chennai,op18481,2022-12-23,Friday,15.088000000000001,6.015
Mysore,uy26932,2022-12-23,Friday,13.6694,4.621
Mysore,yt26932,2022-12-23,Friday,1.3284,1.115
Bangalore,ga23521,2022-12-24,Saturday,21.9268,9.763
Bangalore,qw23521,2022-12-24,Saturday,14.1204,3.801
Chennai,mq18481,2022-12-24,Saturday,23.5422,7.082
Chennai,op18481,2022-12-24,Saturday,31.16,11.904
Mysore,uy26932,2022-12-24,Saturday,19.9424,6.338
Mysore,yt26932,2022-12-24,Saturday,13.9892,6.353
Bangalore,qw23521,2022-12-25,Sunday,4.5428,1.088
Chennai,mq18481,2022-12-25,Sunday,24.616400000000002,4.781
Chennai,op18481,2022-12-25,Sunday,2.3287999999999998,1.99
Mysore,yt26932,2022-12-25,Sunday,14.3254,5.922
Bangalore,ga23521,2022-12-26,Monday,11.3324,6.529999999999999
Bangalore,qw23521,2022-12-26,Monday,24.4934,7.243
Chennai,mq18481,2022-12-26,Monday,49.855999999999995,17.782
Chennai,op18481,2022-12-26,Monday,17.228199999999998,8.529
Mysore,uy26932,2022-12-26,Monday,41.221399999999996,11.033
Mysore,yt26932,2022-12-26,Monday,38.9992,9.856
Bangalore,ga23521,2022-12-27,Tuesday,1.0332,1.451
Bangalore,qw23521,2022-12-27,Tuesday,21.254399999999997,6.407
Chennai,mq18481,2022-12-27,Tuesday,5.2726,1.169
Chennai,op18481,2022-12-27,Tuesday,14.4156,2.608
Mysore,uy26932,2022-12-27,Tuesday,22.468,5.3260000000000005
Mysore,yt26932,2022-12-27,Tuesday,5.1168000000000005,1.704
Bangalore,ga23521,2022-12-28,Wednesday,58.0068,14.105
Bangalore,qw23521,2022-12-28,Wednesday,49.3968,16.464
Chennai,mq18481,2022-12-28,Wednesday,29.2904,13.734
Chennai,op18481,2022-12-28,Wednesday,16.555799999999998,8.001
Mysore,uy26932,2022-12-28,Wednesday,37.3592,12.235
Mysore,yt26932,2022-12-28,Wednesday,40.0898,12.908999999999999
Bangalore,ga23521,2022-12-29,Thursday,25.0838,6.648
Bangalore,qw23521,2022-12-29,Thursday,26.035,9.149000000000001
Chennai,mq18481,2022-12-29,Thursday,22.8288,5.872
Chennai,op18481,2022-12-29,Thursday,15.4488,7.24
Mysore,uy26932,2022-12-29,Thursday,12.701799999999999,2.887
Mysore,yt26932,2022-12-29,Thursday,43.419,10.557
Bangalore,ga23521,2022-12-30,Friday,18.163,6.327
Bangalore,qw23521,2022-12-30,Friday,9.7088,2.6470000000000002
Chennai,mq18481,2022-12-30,Friday,5.3628,1.794
Chennai,op18481,2022-12-30,Friday,13.636600000000001,4.785
Mysore,uy26932,2022-12-30,Friday,9.4382,2.37
Mysore,yt26932,2022-12-30,Friday,5.1824,1.825
Bangalore,ga23521,2022-12-31,Saturday,3.3128,1.208
Bangalore,qw23521,2022-12-31,Saturday,12.742799999999999,2.658
Chennai,mq18481,2022-12-31,Saturday,19.885,3.566
Chennai,op18481,2022-12-31,Saturday,5.0758,3.627
Mysore,uy26932,2022-12-31,Saturday,12.751000000000001,2.407
Mysore,yt26932,2022-12-31,Saturday,17.7612,3.8169999999999997
