txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
yt26932,2022-04-12,Tuesday,42.928399999999996,6817
ga23521,2022-04-13,Wednesday,23.3876,4182
mq18481,2022-04-13,Wednesday,15.4108,4546
op18481,2022-04-13,Wednesday,66.6818,12576
qw23521,2022-04-13,Wednesday,47.9198,10025
uy26932,2022-04-13,Wednesday,67.3898,15215
yt26932,2022-04-13,Wednesday,62.186,14072
ga23521,2022-04-14,Thursday,74.6704,16701
mq18481,2022-04-14,Thursday,49.1352,12997
op18481,2022-04-14,Thursday,36.6744,7850
qw23521,2022-04-14,Thursday,42.019800000000004,12884
uy26932,2022-04-14,Thursday,28.520599999999998,6298
yt26932,2022-04-14,Thursday,64.7584,16155
ga23521,2022-04-15,Friday,70.8118,13690
mq18481,2022-04-15,Friday,45.2412,11563
op18481,2022-04-15,Friday,39.376599999999996,5096
qw23521,2022-04-15,Friday,53.560199999999995,10868
uy26932,2022-04-15,Friday,34.986999999999995,7490
yt26932,2022-04-15,Friday,49.501,10347
ga23521,2022-04-16,Saturday,10.159799999999999,1969
mq18481,2022-04-16,Saturday,36.1198,5966
op18481,2022-04-16,Saturday,11.5994,2468
qw23521,2022-04-16,Saturday,26.4556,5632
uy26932,2022-04-16,Saturday,45.1704,9166
yt26932,2022-04-16,Saturday,29.6062,8650
ga23521,2022-04-17,Sunday,8.5196,3444
mq18481,2022-04-17,Sunday,43.2706,12082
op18481,2022-04-17,Sunday,40.4622,7961
qw23521,2022-04-17,Sunday,50.6102,11361
uy26932,2022-04-17,Sunday,26.974800000000002,6132
yt26932,2022-04-17,Sunday,27.6828,10121
ga23521,2022-04-18,Monday,32.45,7934
mq18481,2022-04-18,Monday,30.1726,5664
op18481,2022-04-18,Monday,16.697,4702
qw23521,2022-04-18,Monday,16.7796,5123
uy26932,2022-04-18,Monday,6.501799999999999,1720
yt26932,2022-04-18,Monday,16.7442,5214
ga23521,2022-04-19,Tuesday,9.074200000000001,2196
mq18481,2022-04-19,Tuesday,16.036199999999997,4961
op18481,2022-04-19,Tuesday,64.1212,11314
qw23521,2022-04-19,Tuesday,49.088,8041
uy26932,2022-04-19,Tuesday,35.164,9705
yt26932,2022-04-19,Tuesday,38.7276,8140
ga23521,2022-04-20,Wednesday,7.4104,1254
mq18481,2022-04-20,Wednesday,26.8568,6463
qw23521,2022-04-20,Wednesday,14.6202,3129
uy26932,2022-04-20,Wednesday,17.464,2292
yt26932,2022-04-20,Wednesday,9.322000000000001,1737
ga23521,2022-04-21,Thursday,27.9896,9372
mq18481,2022-04-21,Thursday,56.3804,11781
op18481,2022-04-21,Thursday,74.7294,15828
qw23521,2022-04-21,Thursday,35.459,8101
uy26932,2022-04-21,Thursday,59.0,11548
yt26932,2022-04-21,Thursday,25.4998,4977
ga23521,2022-04-22,Friday,12.673200000000001,8223
mq18481,2022-04-22,Friday,27.7654,6364
op18481,2022-04-22,Friday,31.789199999999997,7757
qw23521,2022-04-22,Friday,41.559599999999996,8931
uy26932,2022-04-22,Friday,25.9718,6544
yt26932,2022-04-22,Friday,32.308400000000006,4931
ga23521,2022-04-23,Saturday,33.547399999999996,8039
mq18481,2022-04-23,Saturday,23.470200000000002,4752
op18481,2022-04-23,Saturday,24.308,4839
qw23521,2022-04-23,Saturday,6.903,1908
uy26932,2022-04-23,Saturday,8.6494,1438
yt26932,2022-04-23,Saturday,58.0442,12735
ga23521,2022-04-24,Sunday,28.7094,8275
mq18481,2022-04-24,Sunday,24.485,4978
op18481,2022-04-24,Sunday,45.61880000000001,9403
qw23521,2022-04-24,Sunday,28.025000000000002,5549
uy26932,2022-04-24,Sunday,27.6002,7153
yt26932,2022-04-24,Sunday,24.8626,6937
ga23521,2022-04-25,Monday,37.701,7864
mq18481,2022-04-25,Monday,22.9982,5807
op18481,2022-04-25,Monday,45.8548,12358
qw23521,2022-04-25,Monday,52.1442,11790
uy26932,2022-04-25,Monday,52.1796,14954
yt26932,2022-04-25,Monday,86.5294,16594
ga23521,2022-04-26,Tuesday,30.196200000000005,4507
mq18481,2022-04-26,Tuesday,8.0712,1096
op18481,2022-04-26,Tuesday,17.2516,6861
yt26932,2022-04-26,Tuesday,19.1042,8276
ga23521,2022-04-27,Wednesday,42.952,7698
mq18481,2022-04-27,Wednesday,36.0844,4851
op18481,2022-04-27,Wednesday,42.833999999999996,11330
qw23521,2022-04-27,Wednesday,43.5184,11204
uy26932,2022-04-27,Wednesday,63.5548,15549
yt26932,2022-04-27,Wednesday,20.65,4317
ga23521,2022-04-28,Thursday,97.9282,20825
mq18481,2022-04-28,Thursday,15.3164,5842
op18481,2022-04-28,Thursday,18.1602,5487
qw23521,2022-04-28,Thursday,19.942,5721
uy26932,2022-04-28,Thursday,63.507600000000004,11040
yt26932,2022-04-28,Thursday,14.2544,4458
ga23521,2022-04-29,Friday,32.391,8206
mq18481,2022-04-29,Friday,78.3756,20782
op18481,2022-04-29,Friday,52.7696,11154
qw23521,2022-04-29,Friday,35.671400000000006,11358
uy26932,2022-04-29,Friday,48.203,12156
yt26932,2022-04-29,Friday,2.0532,1971
ga23521,2022-04-30,Saturday,22.006999999999998,3711
op18481,2022-04-30,Saturday,4.6846000000000005,1423
qw23521,2022-04-30,Saturday,16.343,3173
uy26932,2022-04-30,Saturday,4.5312,1786
yt26932,2022-04-30,Saturday,29.0634,6328
