txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
Bangalore,qw23521,2022-04-07,Thursday,9.2748,1757
Chennai,mq18481,2022-04-07,Thursday,27.2226,7103
Chennai,op18481,2022-04-07,Thursday,4.425,1531
Mysore,uy26932,2022-04-07,Thursday,13.097999999999999,2925
Mysore,yt26932,2022-04-07,Thursday,27.317,5064
Bangalore,ga23521,2022-04-08,Friday,44.6276,9174
Bangalore,qw23521,2022-04-08,Friday,18.9154,5945
Chennai,mq18481,2022-04-08,Friday,18.3372,3155
Chennai,op18481,2022-04-08,Friday,12.720400000000001,4103
Mysore,uy26932,2022-04-08,Friday,11.504999999999999,1381
Mysore,yt26932,2022-04-08,Friday,30.0192,5539
Bangalore,ga23521,2022-04-09,Saturday,47.259,8974
Bangalore,qw23521,2022-04-09,Saturday,9.794,1060
Chennai,mq18481,2022-04-09,Saturday,22.1604,4911
Chennai,op18481,2022-04-09,Saturday,47.4714,7467
Mysore,uy26932,2022-04-09,Saturday,11.091999999999999,3187
Mysore,yt26932,2022-04-09,Saturday,31.27,6587
Bangalore,qw23521,2022-04-10,Sunday,33.9486,5324
Chennai,mq18481,2022-04-10,Sunday,4.0946,1266
Chennai,op18481,2022-04-10,Sunday,15.953600000000002,2757
Mysore,uy26932,2022-04-10,Sunday,32.898399999999995,7241
Mysore,yt26932,2022-04-10,Sunday,24.0838,4522
Bangalore,ga23521,2022-04-11,Monday,49.1824,12590
Bangalore,qw23521,2022-04-11,Monday,14.8562,3527
Chennai,mq18481,2022-04-11,Monday,29.4056,4581
Chennai,op18481,2022-04-11,Monday,42.0434,7139
Mysore,yt26932,2022-04-11,Monday,13.145199999999999,3084
Bangalore,ga23521,2022-04-12,Tuesday,33.9958,7700
Bangalore,qw23521,2022-04-12,Tuesday,35.0696,8886
Chennai,mq18481,2022-04-12,Tuesday,25.9364,6916
Chennai,op18481,2022-04-12,Tuesday,40.1672,10103
Mysore,uy26932,2022-04-12,Tuesday,54.988,11072
Mysore,yt26932,2022-04-12,Tuesday,42.928399999999996,6817
Bangalore,ga23521,2022-04-13,Wednesday,23.3876,4182
Bangalore,qw23521,2022-04-13,Wednesday,47.9198,10025
Chennai,mq18481,2022-04-13,Wednesday,15.4108,4546
Chennai,op18481,2022-04-13,Wednesday,66.6818,12576
Mysore,uy26932,2022-04-13,Wednesday,67.3898,15215
Mysore,yt26932,2022-04-13,Wednesday,62.186,14072
Bangalore,ga23521,2022-04-14,Thursday,74.6704,16701
Bangalore,qw23521,2022-04-14,Thursday,42.019800000000004,12884
Chennai,mq18481,2022-04-14,Thursday,49.1352,12997
Chennai,op18481,2022-04-14,Thursday,36.6744,7850
Mysore,uy26932,2022-04-14,Thursday,28.520599999999998,6298
Mysore,yt26932,2022-04-14,Thursday,64.7584,16155
Bangalore,ga23521,2022-04-15,Friday,70.8118,13690
Bangalore,qw23521,2022-04-15,Friday,53.560199999999995,10868
Chennai,mq18481,2022-04-15,Friday,45.2412,11563
Chennai,op18481,2022-04-15,Friday,39.376599999999996,5096
Mysore,uy26932,2022-04-15,Friday,34.986999999999995,7490
Mysore,yt26932,2022-04-15,Friday,49.501,10347
Bangalore,ga23521,2022-04-16,Saturday,10.159799999999999,1969
Bangalore,qw23521,2022-04-16,Saturday,26.4556,5632
Chennai,mq18481,2022-04-16,Saturday,36.1198,5966
Chennai,op18481,2022-04-16,Saturday,11.5994,2468
Mysore,uy26932,2022-04-16,Saturday,45.1704,9166
Mysore,yt26932,2022-04-16,Saturday,29.6062,8650
Bangalore,ga23521,2022-04-17,Sunday,8.5196,3444
Bangalore,qw23521,2022-04-17,Sunday,50.6102,11361
Chennai,mq18481,2022-04-17,Sunday,43.2706,12082
Chennai,op18481,2022-04-17,Sunday,40.4622,7961
Mysore,uy26932,2022-04-17,Sunday,26.974800000000002,6132
Mysore,yt26932,2022-04-17,Sunday,27.6828,10121
Bangalore,ga23521,2022-04-18,Monday,32.45,7934
Bangalore,qw23521,2022-04-18,Monday,16.7796,5123
Chennai,mq18481,2022-04-18,Monday,30.1726,5664
Chennai,op18481,2022-04-18,Monday,16.697,4702
Mysore,uy26932,2022-04-18,Monday,6.501799999999999,1720
Mysore,yt26932,2022-04-18,Monday,16.7442,5214
Bangalore,ga23521,2022-04-19,Tuesday,9.074200000000001,2196
Bangalore,qw23521,2022-04-19,Tuesday,49.088,8041
Chennai,mq18481,2022-04-19,Tuesday,16.036199999999997,4961
Chennai,op18481,2022-04-19,Tuesday,64.1212,11314
Mysore,uy26932,2022-04-19,Tuesday,35.164,9705
Mysore,yt26932,2022-04-19,Tuesday,38.7276,8140
Bangalore,ga23521,2022-04-20,Wednesday,7.4104,1254
Bangalore,qw23521,2022-04-20,Wednesday,14.6202,3129
Chennai,mq18481,2022-04-20,Wednesday,26.8568,6463
Mysore,uy26932,2022-04-20,Wednesday,17.464,2292
Mysore,yt26932,2022-04-20,Wednesday,9.322000000000001,1737
Bangalore,ga23521,2022-04-21,Thursday,27.9896,9372
Bangalore,qw23521,2022-04-21,Thursday,35.459,8101
Chennai,mq18481,2022-04-21,Thursday,56.3804,11781
Chennai,op18481,2022-04-21,Thursday,74.7294,15828
Mysore,uy26932,2022-04-21,Thursday,59.0,11548
Mysore,yt26932,2022-04-21,Thursday,25.4998,4977
Bangalore,ga23521,2022-04-22,Friday,12.673200000000001,8223
Bangalore,qw23521,2022-04-22,Friday,41.559599999999996,8931
Chennai,mq18481,2022-04-22,Friday,27.7654,6364
Chennai,op18481,2022-04-22,Friday,31.789199999999997,7757
Mysore,uy26932,2022-04-22,Friday,25.9718,6544
Mysore,yt26932,2022-04-22,Friday,32.308400000000006,4931
Bangalore,ga23521,2022-04-23,Saturday,33.547399999999996,8039
Bangalore,qw23521,2022-04-23,Saturday,6.903,1908
Chennai,mq18481,2022-04-23,Saturday,23.470200000000002,4752
Chennai,op18481,2022-04-23,Saturday,24.308,4839
Mysore,uy26932,2022-04-23,Saturday,8.6494,1438
Mysore,yt26932,2022-04-23,Saturday,58.0442,12735
Bangalore,ga23521,2022-04-24,Sunday,28.7094,8275
Bangalore,qw23521,2022-04-24,Sunday,28.025000000000002,5549
Chennai,mq18481,2022-04-24,Sunday,24.485,4978
Chennai,op18481,2022-04-24,Sunday,45.61880000000001,9403
Mysore,uy26932,2022-04-24,Sunday,27.6002,7153
Mysore,yt26932,2022-04-24,Sunday,24.8626,6937
Bangalore,ga23521,2022-04-25,Monday,37.701,7864
Bangalore,qw23521,2022-04-25,Monday,52.1442,11790
Chennai,mq18481,2022-04-25,Monday,22.9982,5807
Chennai,op18481,2022-04-25,Monday,45.8548,12358
Mysore,uy26932,2022-04-25,Monday,52.1796,14954
Mysore,yt26932,2022-04-25,Monday,86.5294,16594
Bangalore,ga23521,2022-04-26,Tuesday,30.196200000000005,4507
Chennai,mq18481,2022-04-26,Tuesday,8.0712,1096
Chennai,op18481,2022-04-26,Tuesday,17.2516,6861
Mysore,yt26932,2022-04-26,Tuesday,19.1042,8276
Bangalore,ga23521,2022-04-27,Wednesday,42.952,7698
Bangalore,qw23521,2022-04-27,Wednesday,43.5184,11204
Chennai,mq18481,2022-04-27,Wednesday,36.0844,4851
Chennai,op18481,2022-04-27,Wednesday,42.833999999999996,11330
Mysore,uy26932,2022-04-27,Wednesday,63.5548,15549
Mysore,yt26932,2022-04-27,Wednesday,20.65,4317
Bangalore,ga23521,2022-04-28,Thursday,97.9282,20825
Bangalore,qw23521,2022-04-28,Thursday,19.942,5721
Chennai,mq18481,2022-04-28,Thursday,15.3164,5842
Chennai,op18481,2022-04-28,Thursday,18.1602,5487
Mysore,uy26932,2022-04-28,Thursday,63.507600000000004,11040
Mysore,yt26932,2022-04-28,Thursday,14.2544,4458
Bangalore,ga23521,2022-04-29,Friday,32.391,8206
Bangalore,qw23521,2022-04-29,Friday,35.671400000000006,11358
Chennai,mq18481,2022-04-29,Friday,78.3756,20782
Chennai,op18481,2022-04-29,Friday,52.7696,11154
Mysore,uy26932,2022-04-29,Friday,48.203,12156
Mysore,yt26932,2022-04-29,Friday,2.0532,1971
Bangalore,ga23521,2022-04-30,Saturday,22.006999999999998,3711
Bangalore,qw23521,2022-04-30,Saturday,16.343,3173
Chennai,op18481,2022-04-30,Saturday,4.6846000000000005,1423
Mysore,uy26932,2022-04-30,Saturday,4.5312,1786
Mysore,yt26932,2022-04-30,Saturday,29.0634,6328
