txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
op18481,2023-01-14,Saturday,12.1776,5140
qw23521,2023-01-14,Saturday,39.7188,13410
uy26932,2023-01-14,Saturday,61.784800000000004,13067
yt26932,2023-01-14,Saturday,88.3466,17478
ga23521,2023-01-15,Sunday,15.186599999999999,5021
mq18481,2023-01-15,Sunday,19.9656,4586
op18481,2023-01-15,Sunday,28.6386,8671
qw23521,2023-01-15,Sunday,19.057000000000002,6545
uy26932,2023-01-15,Sunday,27.494,7888
yt26932,2023-01-15,Sunday,35.6832,8998
ga23521,2023-01-16,Monday,20.9568,6807
mq18481,2023-01-16,Monday,73.7028,18328
op18481,2023-01-16,Monday,37.5476,10852
qw23521,2023-01-16,Monday,54.2564,16975
uy26932,2023-01-16,Monday,66.7054,12076
yt26932,2023-01-16,Monday,36.7452,10040
ga23521,2023-01-17,Tuesday,11.280800000000001,1157
mq18481,2023-01-17,Tuesday,10.088999999999999,2746
op18481,2023-01-17,Tuesday,23.187,4990
qw23521,2023-01-17,Tuesday,54.586800000000004,12329
uy26932,2023-01-17,Tuesday,20.3904,8241
yt26932,2023-01-17,Tuesday,28.143,5943
ga23521,2023-01-18,Wednesday,61.6786,14131
mq18481,2023-01-18,Wednesday,35.105000000000004,7438
op18481,2023-01-18,Wednesday,8.4606,4883
qw23521,2023-01-18,Wednesday,24.426,6554
uy26932,2023-01-18,Wednesday,36.698,10218
yt26932,2023-01-18,Wednesday,53.0174,7399
ga23521,2023-01-19,Thursday,25.063200000000002,7164
op18481,2023-01-19,Thursday,19.6116,5788
qw23521,2023-01-19,Thursday,33.2642,8266
uy26932,2023-01-19,Thursday,21.629399999999997,7440
yt26932,2023-01-19,Thursday,20.3196,5258
ga23521,2023-01-20,Friday,32.7922,7553
mq18481,2023-01-20,Friday,37.7718,9426
op18481,2023-01-20,Friday,51.1058,18063
qw23521,2023-01-20,Friday,21.417,5179
uy26932,2023-01-20,Friday,13.865,6341
yt26932,2023-01-20,Friday,20.8388,4653
ga23521,2023-01-21,Saturday,8.9444,1568
mq18481,2023-01-21,Saturday,14.75,2285
op18481,2023-01-21,Saturday,29.7006,8587
qw23521,2023-01-21,Saturday,1.9116000000000002,1841
yt26932,2023-01-21,Saturday,5.369,1300
ga23521,2023-01-22,Sunday,46.031800000000004,13719
mq18481,2023-01-22,Sunday,79.0128,16351
op18481,2023-01-22,Sunday,102.188,21821
qw23521,2023-01-22,Sunday,22.5852,4972
uy26932,2023-01-22,Sunday,63.4486,13119
yt26932,2023-01-22,Sunday,24.614800000000002,6059
ga23521,2023-01-23,Monday,58.7522,12082
mq18481,2023-01-23,Monday,43.6718,10046
op18481,2023-01-23,Monday,30.8688,6915
qw23521,2023-01-23,Monday,34.7274,7476
uy26932,2023-01-23,Monday,24.8508,4848
yt26932,2023-01-23,Monday,22.9864,7415
mq18481,2023-01-24,Tuesday,41.9726,8266
op18481,2023-01-24,Tuesday,10.2188,3146
qw23521,2023-01-24,Tuesday,25.8656,6922
uy26932,2023-01-24,Tuesday,15.056799999999999,4192
yt26932,2023-01-24,Tuesday,9.0034,1483
ga23521,2023-01-25,Wednesday,20.6854,6238
mq18481,2023-01-25,Wednesday,5.015,2671
op18481,2023-01-25,Wednesday,21.098399999999998,4068
qw23521,2023-01-25,Wednesday,14.0184,2543
yt26932,2023-01-25,Wednesday,27.1636,5866
ga23521,2023-01-26,Thursday,11.292599999999998,3056
mq18481,2023-01-26,Thursday,17.3932,4619
op18481,2023-01-26,Thursday,52.1442,11761
qw23521,2023-01-26,Thursday,50.0084,13457
uy26932,2023-01-26,Thursday,24.992400000000004,8664
yt26932,2023-01-26,Thursday,5.015000000000001,3363
ga23521,2023-01-27,Friday,19.6352,2780
mq18481,2023-01-27,Friday,25.311,4216
op18481,2023-01-27,Friday,29.476399999999998,6637
qw23521,2023-01-27,Friday,31.8246,7269
uy26932,2023-01-27,Friday,15.7884,4273
yt26932,2023-01-27,Friday,27.5058,4555
ga23521,2023-01-28,Saturday,46.7162,14751
mq18481,2023-01-28,Saturday,32.5326,10540
op18481,2023-01-28,Saturday,23.0926,5608
qw23521,2023-01-28,Saturday,36.5918,6651
uy26932,2023-01-28,Saturday,51.117599999999996,8754
yt26932,2023-01-28,Saturday,32.332,9721
ga23521,2023-01-29,Sunday,23.8596,4601
mq18481,2023-01-29,Sunday,3.5753999999999997,1960
op18481,2023-01-29,Sunday,20.413999999999998,5348
qw23521,2023-01-29,Sunday,6.3484,1138
uy26932,2023-01-29,Sunday,30.998600000000003,11720
yt26932,2023-01-29,Sunday,15.6114,2705
ga23521,2023-01-30,Monday,13.747,3582
mq18481,2023-01-30,Monday,20.9568,3893
op18481,2023-01-30,Monday,38.550599999999996,8120
qw23521,2023-01-30,Monday,26.5618,10080
uy26932,2023-01-30,Monday,52.8876,12868
yt26932,2023-01-30,Monday,41.0168,10240
ga23521,2023-01-31,Tuesday,22.183999999999997,4744
mq18481,2023-01-31,Tuesday,26.6562,6672
op18481,2023-01-31,Tuesday,18.6558,6387
qw23521,2023-01-31,Tuesday,15.1984,8514
uy26932,2023-01-31,Tuesday,6.2658000000000005,3481
yt26932,2023-01-31,Tuesday,9.2394,2987
