txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
Bangalore,qw23521,2023-01-10,Tuesday,49.1824,15242
Chennai,mq18481,2023-01-10,Tuesday,9.263000000000002,2198
Chennai,op18481,2023-01-10,Tuesday,36.226,5440
Mysore,uy26932,2023-01-10,Tuesday,3.1388000000000003,3774
Mysore,yt26932,2023-01-10,Tuesday,46.9168,11042
Bangalore,ga23521,2023-01-11,Wednesday,28.733,9884
Bangalore,qw23521,2023-01-11,Wednesday,44.0966,8766
Chennai,mq18481,2023-01-11,Wednesday,40.0138,8260
Chennai,op18481,2023-01-11,Wednesday,17.676399999999997,5900
Mysore,uy26932,2023-01-11,Wednesday,21.499599999999997,3740
Mysore,yt26932,2023-01-11,Wednesday,28.32,9706
Bangalore,ga23521,2023-01-12,Thursday,39.3176,7820
Bangalore,qw23521,2023-01-12,Thursday,42.775,11122
Chennai,mq18481,2023-01-12,Thursday,46.5274,12511
Chennai,op18481,2023-01-12,Thursday,71.7558,11529
Mysore,uy26932,2023-01-12,Thursday,75.5318,17071
Mysore,yt26932,2023-01-12,Thursday,63.2716,11318
Bangalore,ga23521,2023-01-13,Friday,31.919,8525
Bangalore,qw23521,2023-01-13,Friday,18.6676,3851
Chennai,mq18481,2023-01-13,Friday,4.7082,5070
Chennai,op18481,2023-01-13,Friday,21.3462,6908
Mysore,uy26932,2023-01-13,Friday,10.631799999999998,3515
Mysore,yt26932,2023-01-13,Friday,10.5728,2554
Bangalore,ga23521,2023-01-14,Saturday,19.0098,6672
Bangalore,qw23521,2023-01-14,Saturday,39.7188,13410
Chennai,mq18481,2023-01-14,Saturday,76.641,14225
Chennai,op18481,2023-01-14,Saturday,12.1776,5140
Mysore,uy26932,2023-01-14,Saturday,61.784800000000004,13067
Mysore,yt26932,2023-01-14,Saturday,88.3466,17478
Bangalore,ga23521,2023-01-15,Sunday,15.186599999999999,5021
Bangalore,qw23521,2023-01-15,Sunday,19.057000000000002,6545
Chennai,mq18481,2023-01-15,Sunday,19.9656,4586
Chennai,op18481,2023-01-15,Sunday,28.6386,8671
Mysore,uy26932,2023-01-15,Sunday,27.494,7888
Mysore,yt26932,2023-01-15,Sunday,35.6832,8998
Bangalore,ga23521,2023-01-16,Monday,20.9568,6807
Bangalore,qw23521,2023-01-16,Monday,54.2564,16975
Chennai,mq18481,2023-01-16,Monday,73.7028,18328
Chennai,op18481,2023-01-16,Monday,37.5476,10852
Mysore,uy26932,2023-01-16,Monday,66.7054,12076
Mysore,yt26932,2023-01-16,Monday,36.7452,10040
Bangalore,ga23521,2023-01-17,Tuesday,11.280800000000001,1157
Bangalore,qw23521,2023-01-17,Tuesday,54.586800000000004,12329
Chennai,mq18481,2023-01-17,Tuesday,10.088999999999999,2746
Chennai,op18481,2023-01-17,Tuesday,23.187,4990
Mysore,uy26932,2023-01-17,Tuesday,20.3904,8241
Mysore,yt26932,2023-01-17,Tuesday,28.143,5943
Bangalore,ga23521,2023-01-18,Wednesday,61.6786,14131
Bangalore,qw23521,2023-01-18,Wednesday,24.426,6554
Chennai,mq18481,2023-01-18,Wednesday,35.105000000000004,7438
Chennai,op18481,2023-01-18,Wednesday,8.4606,4883
Mysore,uy26932,2023-01-18,Wednesday,36.698,10218
Mysore,yt26932,2023-01-18,Wednesday,53.0174,7399
Bangalore,ga23521,2023-01-19,Thursday,25.063200000000002,7164
Bangalore,qw23521,2023-01-19,Thursday,33.2642,8266
Chennai,op18481,2023-01-19,Thursday,19.6116,5788
Mysore,uy26932,2023-01-19,Thursday,21.629399999999997,7440
Mysore,yt26932,2023-01-19,Thursday,20.3196,5258
Bangalore,ga23521,2023-01-20,Friday,32.7922,7553
Bangalore,qw23521,2023-01-20,Friday,21.417,5179
Chennai,mq18481,2023-01-20,Friday,37.7718,9426
Chennai,op18481,2023-01-20,Friday,51.1058,18063
Mysore,uy26932,2023-01-20,Friday,13.865,6341
Mysore,yt26932,2023-01-20,Friday,20.8388,4653
Bangalore,ga23521,2023-01-21,Saturday,8.9444,1568
Bangalore,qw23521,2023-01-21,Saturday,1.9116000000000002,1841
Chennai,mq18481,2023-01-21,Saturday,14.75,2285
Chennai,op18481,2023-01-21,Saturday,29.7006,8587
Mysore,yt26932,2023-01-21,Saturday,5.369,1300
Bangalore,ga23521,2023-01-22,Sunday,46.031800000000004,13719
Bangalore,qw23521,2023-01-22,Sunday,22.5852,4972
Chennai,mq18481,2023-01-22,Sunday,79.0128,16351
Chennai,op18481,2023-01-22,Sunday,102.188,21821
Mysore,uy26932,2023-01-22,Sunday,63.4486,13119
Mysore,yt26932,2023-01-22,Sunday,24.614800000000002,6059
Bangalore,ga23521,2023-01-23,Monday,58.7522,12082
Bangalore,qw23521,2023-01-23,Monday,34.7274,7476
Chennai,mq18481,2023-01-23,Monday,43.6718,10046
Chennai,op18481,2023-01-23,Monday,30.8688,6915
Mysore,uy26932,2023-01-23,Monday,24.8508,4848
Mysore,yt26932,2023-01-23,Monday,22.9864,7415
Bangalore,qw23521,2023-01-24,Tuesday,25.8656,6922
Chennai,mq18481,2023-01-24,Tuesday,41.9726,8266
Chennai,op18481,2023-01-24,Tuesday,10.2188,3146
Mysore,uy26932,2023-01-24,Tuesday,15.056799999999999,4192
Mysore,yt26932,2023-01-24,Tuesday,9.0034,1483
Bangalore,ga23521,2023-01-25,Wednesday,20.6854,6238
Bangalore,qw23521,2023-01-25,Wednesday,14.0184,2543
Chennai,mq18481,2023-01-25,Wednesday,5.015,2671
Chennai,op18481,2023-01-25,Wednesday,21.098399999999998,4068
Mysore,yt26932,2023-01-25,Wednesday,27.1636,5866
Bangalore,ga23521,2023-01-26,Thursday,11.292599999999998,3056
Bangalore,qw23521,2023-01-26,Thursday,50.0084,13457
Chennai,mq18481,2023-01-26,Thursday,17.3932,4619
Chennai,op18481,2023-01-26,Thursday,52.1442,11761
Mysore,uy26932,2023-01-26,Thursday,24.992400000000004,8664
Mysore,yt26932,2023-01-26,Thursday,5.015000000000001,3363
Bangalore,ga23521,2023-01-27,Friday,19.6352,2780
Bangalore,qw23521,2023-01-27,Friday,31.8246,7269
Chennai,mq18481,2023-01-27,Friday,25.311,4216
Chennai,op18481,2023-01-27,Friday,29.476399999999998,6637
Mysore,uy26932,2023-01-27,Friday,15.7884,4273
Mysore,yt26932,2023-01-27,Friday,27.5058,4555
Bangalore,ga23521,2023-01-28,Saturday,46.7162,14751
Bangalore,qw23521,2023-01-28,Saturday,36.5918,6651
Chennai,mq18481,2023-01-28,Saturday,32.5326,10540
Chennai,op18481,2023-01-28,Saturday,23.0926,5608
Mysore,uy26932,2023-01-28,Saturday,51.117599999999996,8754
Mysore,yt26932,2023-01-28,Saturday,32.332,9721
Bangalore,ga23521,2023-01-29,Sunday,23.8596,4601
Bangalore,qw23521,2023-01-29,Sunday,6.3484,1138
Chennai,mq18481,2023-01-29,Sunday,3.5753999999999997,1960
Chennai,op18481,2023-01-29,Sunday,20.413999999999998,5348
Mysore,uy26932,2023-01-29,Sunday,30.998600000000003,11720
Mysore,yt26932,2023-01-29,Sunday,15.6114,2705
Bangalore,ga23521,2023-01-30,Monday,13.747,3582
Bangalore,qw23521,2023-01-30,Monday,26.5618,10080
Chennai,mq18481,2023-01-30,Monday,20.9568,3893
Chennai,op18481,2023-01-30,Monday,38.550599999999996,8120
Mysore,uy26932,2023-01-30,Monday,52.8876,12868
Mysore,yt26932,2023-01-30,Monday,41.0168,10240
Bangalore,ga23521,2023-01-31,Tuesday,22.183999999999997,4744
Bangalore,qw23521,2023-01-31,Tuesday,15.1984,8514
Chennai,mq18481,2023-01-31,Tuesday,26.6562,6672
Chennai,op18481,2023-01-31,Tuesday,18.6558,6387
Mysore,uy26932,2023-01-31,Tuesday,6.2658000000000005,3481
Mysore,yt26932,2023-01-31,Tuesday,9.2394,2987
