txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
Mysore,yt26932,2022-02-11,Friday,23.836,4446
Bangalore,ga23521,2022-02-12,Saturday,35.341,7628
Bangalore,qw23521,2022-02-12,Saturday,21.369799999999998,5234
Chennai,mq18481,2022-02-12,Saturday,24.732799999999997,5929
Chennai,op18481,2022-02-12,Saturday,24.189999999999998,5119
Mysore,uy26932,2022-02-12,Saturday,25.192999999999998,4166
Mysore,yt26932,2022-02-12,Saturday,30.361400000000003,7198
Bangalore,ga23521,2022-02-13,Sunday,31.506,6177
Bangalore,qw23521,2022-02-13,Sunday,27.5176,8707
Chennai,mq18481,2022-02-13,Sunday,52.3212,11803
Chennai,op18481,2022-02-13,Sunday,34.2436,9568
Mysore,uy26932,2022-02-13,Sunday,34.692,6037
Mysore,yt26932,2022-02-13,Sunday,46.8932,10481
Bangalore,ga23521,2022-02-14,Monday,10.4076,3047
Bangalore,qw23521,2022-02-14,Monday,17.8062,5199
Chennai,mq18481,2022-02-14,Monday,2.2774,1028
Chennai,op18481,2022-02-14,Monday,3.4574000000000003,1389
Mysore,uy26932,2022-02-14,Monday,8.2128,1077
Mysore,yt26932,2022-02-14,Monday,13.3576,4479
Bangalore,ga23521,2022-02-15,Tuesday,44.69840000000001,9453
Bangalore,qw23521,2022-02-15,Tuesday,32.6506,5453
Chennai,mq18481,2022-02-15,Tuesday,38.586,5572
Chennai,op18481,2022-02-15,Tuesday,34.208200000000005,7348
Mysore,uy26932,2022-02-15,Tuesday,26.455599999999997,4378
Mysore,yt26932,2022-02-15,Tuesday,22.184,9514
Bangalore,ga23521,2022-02-16,Wednesday,59.861399999999996,11639
Bangalore,qw23521,2022-02-16,Wednesday,45.8312,10147
Chennai,mq18481,2022-02-16,Wednesday,51.2238,11874
Chennai,op18481,2022-02-16,Wednesday,19.7886,5633
Mysore,uy26932,2022-02-16,Wednesday,42.2558,8187
Mysore,yt26932,2022-02-16,Wednesday,45.5126,12524
Bangalore,ga23521,2022-02-17,Thursday,34.715599999999995,7227
Bangalore,qw23521,2022-02-17,Thursday,65.0062,15622
Chennai,mq18481,2022-02-17,Thursday,73.6556,23458
Chennai,op18481,2022-02-17,Thursday,21.2046,5260
Mysore,uy26932,2022-02-17,Thursday,27.5766,7443
Mysore,yt26932,2022-02-17,Thursday,75.4256,15529
Bangalore,ga23521,2022-02-18,Friday,44.6984,11700
Bangalore,qw23521,2022-02-18,Friday,54.5868,12614
Chennai,mq18481,2022-02-18,Friday,36.875,10183
Chennai,op18481,2022-02-18,Friday,61.64319999999999,17572
Mysore,uy26932,2022-02-18,Friday,22.8684,8754
Mysore,yt26932,2022-02-18,Friday,52.2268,11202
Bangalore,ga23521,2022-02-19,Saturday,51.0232,10597
Bangalore,qw23521,2022-02-19,Saturday,60.522200000000005,13707
Chennai,mq18481,2022-02-19,Saturday,30.078200000000002,10728
Chennai,op18481,2022-02-19,Saturday,61.9264,15328
Mysore,uy26932,2022-02-19,Saturday,52.6516,12495
Mysore,yt26932,2022-02-19,Saturday,43.8724,10542
Bangalore,ga23521,2022-02-20,Sunday,14.809,4839
Bangalore,qw23521,2022-02-20,Sunday,17.6056,4994
Chennai,mq18481,2022-02-20,Sunday,11.1628,4202
Chennai,op18481,2022-02-20,Sunday,8.4724,1007
Mysore,uy26932,2022-02-20,Sunday,32.5916,5943
Mysore,yt26932,2022-02-20,Sunday,31.564999999999998,5628
Bangalore,ga23521,2022-02-21,Monday,28.3908,6893
Bangalore,qw23521,2022-02-21,Monday,14.927,5099
Chennai,mq18481,2022-02-21,Monday,8.9208,3266
Chennai,op18481,2022-02-21,Monday,41.4416,9854
Mysore,uy26932,2022-02-21,Monday,50.6456,9094
Mysore,yt26932,2022-02-21,Monday,14.455000000000002,2635
Bangalore,ga23521,2022-02-22,Tuesday,25.7948,5673
Bangalore,qw23521,2022-02-22,Tuesday,19.163200000000003,4273
Chennai,mq18481,2022-02-22,Tuesday,29.1696,5621
Chennai,op18481,2022-02-22,Tuesday,53.2652,11504
Mysore,uy26932,2022-02-22,Tuesday,39.3884,13806
Mysore,yt26932,2022-02-22,Tuesday,38.6686,10125
Bangalore,ga23521,2022-02-23,Wednesday,82.8478,21816
Bangalore,qw23521,2022-02-23,Wednesday,27.081,6064
Chennai,mq18481,2022-02-23,Wednesday,60.8762,13855
Chennai,op18481,2022-02-23,Wednesday,24.284399999999998,4976
Mysore,uy26932,2022-02-23,Wednesday,21.3698,6664
Mysore,yt26932,2022-02-23,Wednesday,40.71,9403
Bangalore,ga23521,2022-02-24,Thursday,8.673,3297
Bangalore,qw23521,2022-02-24,Thursday,1.8526,1472
Chennai,mq18481,2022-02-24,Thursday,40.6038,7717
Chennai,op18481,2022-02-24,Thursday,12.8266,2766
Mysore,uy26932,2022-02-24,Thursday,4.0828,2590
Mysore,yt26932,2022-02-24,Thursday,26.2786,5860
Bangalore,ga23521,2022-02-25,Friday,43.601,8889
Bangalore,qw23521,2022-02-25,Friday,12.4962,3336
Chennai,mq18481,2022-02-25,Friday,4.8026,1776
Chennai,op18481,2022-02-25,Friday,22.6678,4273
Mysore,uy26932,2022-02-25,Friday,44.839999999999996,10764
Mysore,yt26932,2022-02-25,Friday,44.2736,9525
Bangalore,ga23521,2022-02-26,Saturday,29.677,6417
Bangalore,qw23521,2022-02-26,Saturday,9.4282,3098
Chennai,mq18481,2022-02-26,Saturday,71.154,13105
Chennai,op18481,2022-02-26,Saturday,17.8416,6121
Mysore,uy26932,2022-02-26,Saturday,15.776599999999998,4281
Mysore,yt26932,2022-02-26,Saturday,14.1128,3305
Bangalore,ga23521,2022-02-27,Sunday,38.94,8688
Bangalore,qw23521,2022-02-27,Sunday,23.3994,7664
Chennai,mq18481,2022-02-27,Sunday,57.1002,8566
Chennai,op18481,2022-02-27,Sunday,30.420399999999997,6094
Mysore,uy26932,2022-02-27,Sunday,60.309799999999996,14982
Mysore,yt26932,2022-02-27,Sunday,36.6626,6961
Bangalore,ga23521,2022-02-28,Monday,46.019999999999996,11675
Bangalore,qw23521,2022-02-28,Monday,35.0224,7960
Chennai,mq18481,2022-02-28,Monday,92.1462,25192
Chennai,op18481,2022-02-28,Monday,54.2446,10594
Mysore,uy26932,2022-02-28,Monday,55.3656,10329
Mysore,yt26932,2022-02-28,Monday,28.7566,9221
