txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredkWh
Bangalore,qw23521,2022-11-28,Monday,21.3938,6.384
Chennai,mq18481,2022-11-28,Monday,5.6088000000000005,3.1399999999999997
Chennai,op18481,2022-11-28,Monday,12.2262,5.066
Mysore,uy26932,2022-11-28,Monday,37.023,14.578
Mysore,yt26932,2022-11-28,Monday,20.705000000000002,7.176
Bangalore,ga23521,2022-11-29,Tuesday,22.9272,6.9
Bangalore,qw23521,2022-11-29,Tuesday,19.2044,10.0
Chennai,mq18481,2022-11-29,Tuesday,11.857199999999999,4.97
Chennai,op18481,2022-11-29,Tuesday,25.2724,9.61
Mysore,uy26932,2022-11-29,Tuesday,34.8828,12.949
Mysore,yt26932,2022-11-29,Tuesday,14.243400000000001,5.0760000000000005
Bangalore,ga23521,2022-11-30,Wednesday,11.7424,3.7539999999999996
Bangalore,qw23521,2022-11-30,Wednesday,6.191000000000001,2.498
Chennai,mq18481,2022-11-30,Wednesday,14.432,3.498
Chennai,op18481,2022-11-30,Wednesday,34.6942,10.489
Mysore,uy26932,2022-11-30,Wednesday,36.1866,9.116
Mysore,yt26932,2022-11-30,Wednesday,16.7362,8.14
