txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredkWh
Chennai,op18481,2022-03-13,Sunday,29.126399999999997,8.244
Mysore,uy26932,2022-03-13,Sunday,10.25,2.713
Mysore,yt26932,2022-03-13,Sunday,8.9134,3.469
Bangalore,ga23521,2022-03-14,Monday,36.6212,8.401
Bangalore,qw23521,2022-03-14,Monday,31.9062,11.81
Chennai,mq18481,2022-03-14,Monday,33.5708,12.478
Chennai,op18481,2022-03-14,Monday,37.0148,12.97
Mysore,uy26932,2022-03-14,Monday,31.5618,9.597
Mysore,yt26932,2022-03-14,Monday,56.8342,18.595
Bangalore,ga23521,2022-03-15,Tuesday,32.1686,9.337
Bangalore,qw23521,2022-03-15,Tuesday,28.823,10.959
Chennai,mq18481,2022-03-15,Tuesday,28.511400000000002,10.429
Chennai,op18481,2022-03-15,Tuesday,22.9518,8.809
Mysore,uy26932,2022-03-15,Tuesday,57.5968,18.466
Mysore,yt26932,2022-03-15,Tuesday,22.96,8.867
Bangalore,ga23521,2022-03-16,Wednesday,23.7882,8.839
Bangalore,qw23521,2022-03-16,Wednesday,17.6956,4.973
Chennai,mq18481,2022-03-16,Wednesday,19.0076,3.525
Chennai,op18481,2022-03-16,Wednesday,23.3454,7.7059999999999995
Mysore,uy26932,2022-03-16,Wednesday,17.343,6.994
Mysore,yt26932,2022-03-16,Wednesday,38.6958,14.122
Bangalore,ga23521,2022-03-17,Thursday,6.2894000000000005,3.781
Bangalore,qw23521,2022-03-17,Thursday,19.3602,5.574
Chennai,mq18481,2022-03-17,Thursday,19.9178,4.966
Mysore,uy26932,2022-03-17,Thursday,1.6318000000000001,1.681
Bangalore,ga23521,2022-03-18,Friday,16.0228,3.637
Bangalore,qw23521,2022-03-18,Friday,2.4272,2.7729999999999997
Chennai,mq18481,2022-03-18,Friday,18.0072,4.173
Chennai,op18481,2022-03-18,Friday,17.154400000000003,7.186
Mysore,uy26932,2022-03-18,Friday,5.166,3.463
Mysore,yt26932,2022-03-18,Friday,26.9042,5.4350000000000005
Bangalore,ga23521,2022-03-19,Saturday,13.981000000000002,3.3899999999999997
Bangalore,qw23521,2022-03-19,Saturday,53.6116,16.318
Chennai,mq18481,2022-03-19,Saturday,19.0978,6.684
Chennai,op18481,2022-03-19,Saturday,15.8096,5.518
Mysore,uy26932,2022-03-19,Saturday,35.26,11.207
Mysore,yt26932,2022-03-19,Saturday,14.4402,8.317
Bangalore,ga23521,2022-03-20,Sunday,1.4596,1.362
Bangalore,qw23521,2022-03-20,Sunday,13.3906,4.683
Chennai,mq18481,2022-03-20,Sunday,18.6796,4.672
Chennai,op18481,2022-03-20,Sunday,7.6014,2.7430000000000003
Mysore,uy26932,2022-03-20,Sunday,3.9277999999999995,2.37
Mysore,yt26932,2022-03-20,Sunday,10.8076,2.792
Bangalore,ga23521,2022-03-21,Monday,24.8296,7.254
Bangalore,qw23521,2022-03-21,Monday,30.709,8.475
Chennai,mq18481,2022-03-21,Monday,21.9268,5.872
Chennai,op18481,2022-03-21,Monday,44.1242,13.426
Mysore,uy26932,2022-03-21,Monday,32.267,11.818
Mysore,yt26932,2022-03-21,Monday,38.5974,10.036
Bangalore,ga23521,2022-03-22,Tuesday,26.584400000000002,7.7780000000000005
Bangalore,qw23521,2022-03-22,Tuesday,34.8172,11.465
Chennai,mq18481,2022-03-22,Tuesday,29.610200000000003,9.023
Chennai,op18481,2022-03-22,Tuesday,42.927,14.679
Mysore,uy26932,2022-03-22,Tuesday,26.8714,9.429
Mysore,yt26932,2022-03-22,Tuesday,16.678800000000003,6.018
Bangalore,ga23521,2022-03-23,Wednesday,26.002200000000002,7.606
Bangalore,qw23521,2022-03-23,Wednesday,23.8046,9.051
Chennai,mq18481,2022-03-23,Wednesday,21.3856,7.318
Chennai,op18481,2022-03-23,Wednesday,46.4776,11.6
Mysore,uy26932,2022-03-23,Wednesday,56.809599999999996,17.762
Mysore,yt26932,2022-03-23,Wednesday,37.0312,15.078
Bangalore,ga23521,2022-03-24,Thursday,31.652,8.445
Bangalore,qw23521,2022-03-24,Thursday,57.842800000000004,18.658
Chennai,mq18481,2022-03-24,Thursday,16.7116,5.824
Chennai,op18481,2022-03-24,Thursday,22.345,5.545
Mysore,uy26932,2022-03-24,Thursday,25.4364,10.305
Mysore,yt26932,2022-03-24,Thursday,45.099999999999994,15.641
Bangalore,ga23521,2022-03-25,Friday,8.5444,4.126
Bangalore,qw23521,2022-03-25,Friday,10.1188,4.491
Chennai,mq18481,2022-03-25,Friday,9.4136,3.224
Chennai,op18481,2022-03-25,Friday,15.1044,4.846
Mysore,uy26932,2022-03-25,Friday,17.867800000000003,6.052
Mysore,yt26932,2022-03-25,Friday,7.896599999999999,2.248
Bangalore,ga23521,2022-03-26,Saturday,38.6466,8.557
Bangalore,qw23521,2022-03-26,Saturday,18.0564,3.458
Chennai,mq18481,2022-03-26,Saturday,28.7,5.605
Chennai,op18481,2022-03-26,Saturday,22.6566,8.444
Mysore,uy26932,2022-03-26,Saturday,17.6628,7.252000000000001
Mysore,yt26932,2022-03-26,Saturday,21.164199999999997,7.285
Bangalore,ga23521,2022-03-27,Sunday,28.7,9.179
Bangalore,qw23521,2022-03-27,Sunday,11.594800000000001,4.9879999999999995
Chennai,mq18481,2022-03-27,Sunday,13.3086,4.499
Chennai,op18481,2022-03-27,Sunday,17.523400000000002,5.44
Mysore,uy26932,2022-03-27,Sunday,14.3582,3.352
Mysore,yt26932,2022-03-27,Sunday,33.2756,9.152
Bangalore,ga23521,2022-03-28,Monday,19.0486,5.890000000000001
Bangalore,qw23521,2022-03-28,Monday,23.017400000000002,8.252
Chennai,mq18481,2022-03-28,Monday,68.6832,18.537
Chennai,op18481,2022-03-28,Monday,58.8022,14.778
Mysore,uy26932,2022-03-28,Monday,13.2594,4.59
Mysore,yt26932,2022-03-28,Monday,19.9424,7.616
Bangalore,ga23521,2022-03-29,Tuesday,8.2656,3.051
Bangalore,qw23521,2022-03-29,Tuesday,34.0792,11.308
Chennai,mq18481,2022-03-29,Tuesday,28.839399999999998,10.97
Chennai,op18481,2022-03-29,Tuesday,26.1498,9.79
Mysore,uy26932,2022-03-29,Tuesday,32.6852,8.136
Mysore,yt26932,2022-03-29,Tuesday,11.3652,6.104
Bangalore,ga23521,2022-03-30,Wednesday,11.3652,4.392
Chennai,mq18481,2022-03-30,Wednesday,9.897400000000001,3.734
Chennai,op18481,2022-03-30,Wednesday,9.823599999999999,3.419
Mysore,uy26932,2022-03-30,Wednesday,21.197,7.889
Mysore,yt26932,2022-03-30,Wednesday,6.7568,1.577
Bangalore,ga23521,2022-03-31,Thursday,14.2926,5.63
Bangalore,qw23521,2022-03-31,Thursday,45.4444,14.065
Chennai,mq18481,2022-03-31,Thursday,43.3862,12.803
Chennai,op18481,2022-03-31,Thursday,32.882,12.134
Mysore,uy26932,2022-03-31,Thursday,30.6762,8.969
Mysore,yt26932,2022-03-31,Thursday,30.397399999999998,11.599
