txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
Chennai,op18481,2022-07-14,Thursday,26.668,6330
Mysore,uy26932,2022-07-14,Thursday,28.5088,5780
Mysore,yt26932,2022-07-14,Thursday,16.5672,3728
Bangalore,ga23521,2022-07-15,Friday,28.0604,6080
Bangalore,qw23521,2022-07-15,Friday,13.1334,2725
Chennai,mq18481,2022-07-15,Friday,90.3526,15266
Chennai,op18481,2022-07-15,Friday,44.1202,10242
Mysore,uy26932,2022-07-15,Friday,31.918999999999997,8991
Mysore,yt26932,2022-07-15,Friday,26.0426,7529
Bangalore,ga23521,2022-07-16,Saturday,50.2562,12533
Bangalore,qw23521,2022-07-16,Saturday,54.2446,13448
Chennai,mq18481,2022-07-16,Saturday,48.0732,10901
Chennai,op18481,2022-07-16,Saturday,51.861,12142
Mysore,uy26932,2022-07-16,Saturday,38.8692,7281
Mysore,yt26932,2022-07-16,Saturday,26.644399999999997,5931
Bangalore,ga23521,2022-07-17,Sunday,41.0168,10310
Bangalore,qw23521,2022-07-17,Sunday,41.7484,8109
Chennai,mq18481,2022-07-17,Sunday,52.215,8875
Chennai,op18481,2022-07-17,Sunday,73.8916,16328
Mysore,uy26932,2022-07-17,Sunday,71.7676,16517
Mysore,yt26932,2022-07-17,Sunday,35.4944,9410
Bangalore,ga23521,2022-07-18,Monday,26.927599999999998,7666
Bangalore,qw23521,2022-07-18,Monday,25.1458,4466
Chennai,mq18481,2022-07-18,Monday,11.2926,3175
Mysore,uy26932,2022-07-18,Monday,39.53,9635
Mysore,yt26932,2022-07-18,Monday,1.2036,1998
Bangalore,ga23521,2022-07-19,Tuesday,41.087599999999995,6227
Bangalore,qw23521,2022-07-19,Tuesday,36.9694,6933
Chennai,mq18481,2022-07-19,Tuesday,13.687999999999999,3637
Chennai,op18481,2022-07-19,Tuesday,21.5704,6805
Mysore,uy26932,2022-07-19,Tuesday,37.052,8459
Mysore,yt26932,2022-07-19,Tuesday,22.549799999999998,8469
Bangalore,ga23521,2022-07-20,Wednesday,37.7364,7452
Bangalore,qw23521,2022-07-20,Wednesday,35.5652,11639
Chennai,mq18481,2022-07-20,Wednesday,40.7572,7563
Chennai,op18481,2022-07-20,Wednesday,16.449199999999998,4950
Mysore,uy26932,2022-07-20,Wednesday,32.5562,6120
Mysore,yt26932,2022-07-20,Wednesday,50.574799999999996,10149
Bangalore,ga23521,2022-07-21,Thursday,39.0226,11586
Bangalore,qw23521,2022-07-21,Thursday,27.671,6087
Chennai,mq18481,2022-07-21,Thursday,16.5318,4164
Chennai,op18481,2022-07-21,Thursday,45.3828,8382
Mysore,uy26932,2022-07-21,Thursday,40.3678,11267
Mysore,yt26932,2022-07-21,Thursday,51.743,11535
Bangalore,ga23521,2022-07-22,Friday,18.9744,5902
Bangalore,qw23521,2022-07-22,Friday,12.0242,2389
Chennai,mq18481,2022-07-22,Friday,5.1684,1294
Chennai,op18481,2022-07-22,Friday,2.7611999999999997,1501
Mysore,uy26932,2022-07-22,Friday,10.395800000000001,1622
Mysore,yt26932,2022-07-22,Friday,22.4082,2396
Bangalore,ga23521,2022-07-23,Saturday,18.467,5715
Bangalore,qw23521,2022-07-23,Saturday,15.0332,4540
Chennai,mq18481,2022-07-23,Saturday,25.546999999999997,4588
Chennai,op18481,2022-07-23,Saturday,51.1766,13741
Mysore,uy26932,2022-07-23,Saturday,23.187,5974
Mysore,yt26932,2022-07-23,Saturday,46.5628,10689
Bangalore,ga23521,2022-07-24,Sunday,25.7948,7765
Bangalore,qw23521,2022-07-24,Sunday,47.436,10344
Chennai,mq18481,2022-07-24,Sunday,38.279199999999996,5475
Chennai,op18481,2022-07-24,Sunday,75.4492,16113
Mysore,uy26932,2022-07-24,Sunday,55.8376,11467
Mysore,yt26932,2022-07-24,Sunday,50.504000000000005,9284
Bangalore,ga23521,2022-07-25,Monday,19.6352,2844
Bangalore,qw23521,2022-07-25,Monday,24.107400000000002,4602
Chennai,mq18481,2022-07-25,Monday,16.6262,3771
Chennai,op18481,2022-07-25,Monday,30.797999999999995,4657
Mysore,uy26932,2022-07-25,Monday,24.898,6021
Mysore,yt26932,2022-07-25,Monday,36.58,7029
Bangalore,ga23521,2022-07-26,Tuesday,16.7678,3365
Bangalore,qw23521,2022-07-26,Tuesday,11.729199999999999,1683
Chennai,mq18481,2022-07-26,Tuesday,12.3428,5166
Chennai,op18481,2022-07-26,Tuesday,26.2196,6295
Mysore,uy26932,2022-07-26,Tuesday,21.3462,4244
Mysore,yt26932,2022-07-26,Tuesday,13.3694,4652
Bangalore,ga23521,2022-07-27,Wednesday,13.0862,3195
Chennai,mq18481,2022-07-27,Wednesday,15.517000000000001,5203
Chennai,op18481,2022-07-27,Wednesday,12.802999999999999,4747
Mysore,uy26932,2022-07-27,Wednesday,18.915399999999998,3299
Bangalore,ga23521,2022-07-28,Thursday,38.7984,9706
Bangalore,qw23521,2022-07-28,Thursday,31.506,9071
Chennai,mq18481,2022-07-28,Thursday,47.6012,8715
Chennai,op18481,2022-07-28,Thursday,40.8752,8017
Mysore,uy26932,2022-07-28,Thursday,21.511400000000002,6170
Mysore,yt26932,2022-07-28,Thursday,23.954,5984
Bangalore,ga23521,2022-07-29,Friday,59.979400000000005,13975
Bangalore,qw23521,2022-07-29,Friday,29.7478,6371
Chennai,mq18481,2022-07-29,Friday,37.2172,8871
Chennai,op18481,2022-07-29,Friday,17.912399999999998,6483
Mysore,uy26932,2022-07-29,Friday,51.92,15847
Mysore,yt26932,2022-07-29,Friday,57.7964,15001
Bangalore,ga23521,2022-07-30,Saturday,26.6444,8424
Bangalore,qw23521,2022-07-30,Saturday,27.788999999999998,6674
Chennai,mq18481,2022-07-30,Saturday,25.299200000000003,5276
Chennai,op18481,2022-07-30,Saturday,27.612,7472
Mysore,uy26932,2022-07-30,Saturday,20.6146,5377
Mysore,yt26932,2022-07-30,Saturday,21.9598,7787
Bangalore,ga23521,2022-07-31,Sunday,63.684599999999996,12863
Bangalore,qw23521,2022-07-31,Sunday,14.443200000000001,3158
Chennai,mq18481,2022-07-31,Sunday,44.6866,13453
Chennai,op18481,2022-07-31,Sunday,25.369999999999997,4160
Mysore,uy26932,2022-07-31,Sunday,31.9662,9116
Mysore,yt26932,2022-07-31,Sunday,31.529600000000002,6927
