txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
Mysore,uy26932,2022-11-09,Wednesday,15.989,3072
Mysore,yt26932,2022-11-09,Wednesday,34.6212,7923
Bangalore,ga23521,2022-11-10,Thursday,13.275,4436
Bangalore,qw23521,2022-11-10,Thursday,17.5112,4166
Chennai,mq18481,2022-11-10,Thursday,28.201999999999998,7562
Chennai,op18481,2022-11-10,Thursday,20.6618,4671
Mysore,uy26932,2022-11-10,Thursday,33.818799999999996,9879
Mysore,yt26932,2022-11-10,Thursday,18.5142,6824
Bangalore,ga23521,2022-11-11,Friday,81.19579999999999,18918
Bangalore,qw23521,2022-11-11,Friday,43.364999999999995,8266
Chennai,mq18481,2022-11-11,Friday,64.6404,12207
Chennai,op18481,2022-11-11,Friday,43.4476,12061
Mysore,uy26932,2022-11-11,Friday,64.074,12009
Mysore,yt26932,2022-11-11,Friday,55.6252,11024
Bangalore,ga23521,2022-11-12,Saturday,4.2716,1789
Bangalore,qw23521,2022-11-12,Saturday,26.609,5611
Chennai,mq18481,2022-11-12,Saturday,17.275199999999998,5852
Chennai,op18481,2022-11-12,Saturday,18.054,4446
Mysore,uy26932,2022-11-12,Saturday,30.4086,5818
Mysore,yt26932,2022-11-12,Saturday,16.4256,3037
Bangalore,ga23521,2022-11-13,Sunday,9.711400000000001,2853
Bangalore,qw23521,2022-11-13,Sunday,53.4422,13373
Chennai,mq18481,2022-11-13,Sunday,45.312,9195
Chennai,op18481,2022-11-13,Sunday,41.087599999999995,9082
Mysore,uy26932,2022-11-13,Sunday,42.090599999999995,15668
Mysore,yt26932,2022-11-13,Sunday,93.82180000000001,17295
Bangalore,ga23521,2022-11-14,Monday,9.9474,3112
Bangalore,qw23521,2022-11-14,Monday,5.4398,1060
Chennai,mq18481,2022-11-14,Monday,7.8942,3375
Chennai,op18481,2022-11-14,Monday,11.4696,2937
Mysore,uy26932,2022-11-14,Monday,28.839199999999998,4224
Mysore,yt26932,2022-11-14,Monday,25.4054,6388
Bangalore,ga23521,2022-11-15,Tuesday,31.2346,6595
Bangalore,qw23521,2022-11-15,Tuesday,45.8194,10599
Chennai,mq18481,2022-11-15,Tuesday,78.6234,18879
Chennai,op18481,2022-11-15,Tuesday,64.841,12241
Mysore,uy26932,2022-11-15,Tuesday,70.8236,12742
Mysore,yt26932,2022-11-15,Tuesday,9.227599999999999,3732
Bangalore,ga23521,2022-11-16,Wednesday,60.829,11516
Bangalore,qw23521,2022-11-16,Wednesday,59.9322,12271
Chennai,mq18481,2022-11-16,Wednesday,52.5454,17206
Chennai,op18481,2022-11-16,Wednesday,36.521,8168
Mysore,uy26932,2022-11-16,Wednesday,91.34379999999999,17048
Mysore,yt26932,2022-11-16,Wednesday,13.7116,2863
Bangalore,ga23521,2022-11-17,Thursday,35.211200000000005,6882
Bangalore,qw23521,2022-11-17,Thursday,26.2314,7020
Chennai,mq18481,2022-11-17,Thursday,19.116,7006
Chennai,op18481,2022-11-17,Thursday,21.3226,4795
Mysore,uy26932,2022-11-17,Thursday,30.4912,4062
Mysore,yt26932,2022-11-17,Thursday,31.447,5583
Bangalore,ga23521,2022-11-18,Friday,21.1102,4436
Bangalore,qw23521,2022-11-18,Friday,37.0166,8883
Chennai,mq18481,2022-11-18,Friday,27.6946,7523
Chennai,op18481,2022-11-18,Friday,34.208200000000005,9765
Mysore,uy26932,2022-11-18,Friday,57.5486,14588
Mysore,yt26932,2022-11-18,Friday,38.550599999999996,6302
Bangalore,ga23521,2022-11-19,Saturday,23.5764,6432
Bangalore,qw23521,2022-11-19,Saturday,27.2108,4720
Chennai,mq18481,2022-11-19,Saturday,96.4532,17744
Chennai,op18481,2022-11-19,Saturday,5.5931999999999995,2503
Mysore,uy26932,2022-11-19,Saturday,26.6444,5929
Mysore,yt26932,2022-11-19,Saturday,33.7126,5601
Bangalore,ga23521,2022-11-20,Sunday,33.3468,7893
Bangalore,qw23521,2022-11-20,Sunday,27.3406,6609
Chennai,mq18481,2022-11-20,Sunday,40.922399999999996,12085
Chennai,op18481,2022-11-20,Sunday,49.7252,9439
Mysore,uy26932,2022-11-20,Sunday,45.0996,11167
Mysore,yt26932,2022-11-20,Sunday,41.653999999999996,7343
Bangalore,ga23521,2022-11-21,Monday,8.378,2832
Bangalore,qw23521,2022-11-21,Monday,31.3998,6651
Chennai,mq18481,2022-11-21,Monday,22.1722,5642
Chennai,op18481,2022-11-21,Monday,31.0104,7517
Mysore,uy26932,2022-11-21,Monday,43.5302,7292
Bangalore,ga23521,2022-11-22,Tuesday,53.159,8860
Bangalore,qw23521,2022-11-22,Tuesday,45.3474,8294
Chennai,mq18481,2022-11-22,Tuesday,41.193799999999996,9410
Chennai,op18481,2022-11-22,Tuesday,17.8888,3668
Mysore,uy26932,2022-11-22,Tuesday,28.0368,5467
Mysore,yt26932,2022-11-22,Tuesday,12.578800000000001,5157
Bangalore,ga23521,2022-11-23,Wednesday,83.9334,17644
Bangalore,qw23521,2022-11-23,Wednesday,58.705,12211
Chennai,mq18481,2022-11-23,Wednesday,51.6014,12665
Chennai,op18481,2022-11-23,Wednesday,28.202,7331
Mysore,uy26932,2022-11-23,Wednesday,20.3196,5726
Mysore,yt26932,2022-11-23,Wednesday,81.7622,16391
Bangalore,ga23521,2022-11-24,Thursday,39.9548,9382
Bangalore,qw23521,2022-11-24,Thursday,25.1458,7945
Chennai,mq18481,2022-11-24,Thursday,18.7502,4687
Chennai,op18481,2022-11-24,Thursday,42.6806,11411
Mysore,uy26932,2022-11-24,Thursday,27.8126,12372
Mysore,yt26932,2022-11-24,Thursday,49.2886,15032
Bangalore,ga23521,2022-11-25,Friday,21.5822,4799
Bangalore,qw23521,2022-11-25,Friday,10.124400000000001,4325
Chennai,mq18481,2022-11-25,Friday,11.6112,3324
Chennai,op18481,2022-11-25,Friday,4.8852,2241
Mysore,uy26932,2022-11-25,Friday,15.375399999999999,2852
Mysore,yt26932,2022-11-25,Friday,17.2162,2311
Bangalore,ga23521,2022-11-26,Saturday,6.9148,3151
Bangalore,qw23521,2022-11-26,Saturday,27.2226,7850
Chennai,mq18481,2022-11-26,Saturday,18.8682,3705
Chennai,op18481,2022-11-26,Saturday,45.725,9110
Mysore,uy26932,2022-11-26,Saturday,38.0196,7325
Mysore,yt26932,2022-11-26,Saturday,35.364599999999996,9259
Bangalore,ga23521,2022-11-27,Sunday,7.2924,1919
Bangalore,qw23521,2022-11-27,Sunday,16.000799999999998,3718
Chennai,mq18481,2022-11-27,Sunday,15.9772,4850
Chennai,op18481,2022-11-27,Sunday,8.909,3738
Mysore,uy26932,2022-11-27,Sunday,16.059800000000003,3038
Mysore,yt26932,2022-11-27,Sunday,8.177399999999999,1497
Bangalore,ga23521,2022-11-28,Monday,23.647199999999998,6371
Bangalore,qw23521,2022-11-28,Monday,64.1566,14197
Chennai,mq18481,2022-11-28,Monday,12.2012,3093
Chennai,op18481,2022-11-28,Monday,53.1472,11973
Mysore,uy26932,2022-11-28,Monday,48.568799999999996,10315
Mysore,yt26932,2022-11-28,Monday,45.6424,9199
Bangalore,ga23521,2022-11-29,Tuesday,7.67,1137
Bangalore,qw23521,2022-11-29,Tuesday,15.1866,5346
Chennai,op18481,2022-11-29,Tuesday,14.1482,3500
Mysore,uy26932,2022-11-29,Tuesday,25.912799999999997,3594
Mysore,yt26932,2022-11-29,Tuesday,45.0288,7641
Bangalore,ga23521,2022-11-30,Wednesday,42.5744,5373
Bangalore,qw23521,2022-11-30,Wednesday,13.334,3400
Chennai,mq18481,2022-11-30,Wednesday,10.6082,2940
Chennai,op18481,2022-11-30,Wednesday,6.7614,1793
Mysore,uy26932,2022-11-30,Wednesday,28.202,6223
Mysore,yt26932,2022-11-30,Wednesday,17.4758,4308
