txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
op18481,2022-01-10,Monday,60.121,14173
qw23521,2022-01-10,Monday,25.842000000000002,5041
uy26932,2022-01-10,Monday,28.721200000000003,5754
yt26932,2022-01-10,Monday,9.3456,1969
ga23521,2022-01-11,Tuesday,2.8084,1500
mq18481,2022-01-11,Tuesday,37.4768,9285
op18481,2022-01-11,Tuesday,22.3256,2938
qw23521,2022-01-11,Tuesday,13.274999999999999,3825
uy26932,2022-01-11,Tuesday,41.4062,8790
yt26932,2022-01-11,Tuesday,20.7208,4477
ga23521,2022-01-12,Wednesday,59.035399999999996,10578
mq18481,2022-01-12,Wednesday,63.0356,13871
op18481,2022-01-12,Wednesday,48.8048,10055
qw23521,2022-01-12,Wednesday,34.8572,10237
uy26932,2022-01-12,Wednesday,43.636399999999995,10986
yt26932,2022-01-12,Wednesday,48.5924,10141
ga23521,2022-01-13,Thursday,52.7106,8996
mq18481,2022-01-13,Thursday,43.1644,10665
op18481,2022-01-13,Thursday,47.919799999999995,11361
qw23521,2022-01-13,Thursday,68.7232,14052
uy26932,2022-01-13,Thursday,34.361599999999996,8281
yt26932,2022-01-13,Thursday,25.9718,6069
ga23521,2022-01-14,Friday,78.8476,19606
mq18481,2022-01-14,Friday,76.1336,15659
op18481,2022-01-14,Friday,27.612000000000002,7217
qw23521,2022-01-14,Friday,36.757000000000005,9305
uy26932,2022-01-14,Friday,10.974,6620
yt26932,2022-01-14,Friday,37.8544,10008
ga23521,2022-01-15,Saturday,81.4672,16857
mq18481,2022-01-15,Saturday,44.4506,10577
op18481,2022-01-15,Saturday,46.539199999999994,10077
qw23521,2022-01-15,Saturday,52.5218,8190
uy26932,2022-01-15,Saturday,30.1726,8161
yt26932,2022-01-15,Saturday,58.5044,16224
ga23521,2022-01-16,Sunday,31.5886,7206
mq18481,2022-01-16,Sunday,13.463799999999999,3002
op18481,2022-01-16,Sunday,58.5988,16502
qw23521,2022-01-16,Sunday,75.55539999999999,13463
uy26932,2022-01-16,Sunday,59.2478,17632
yt26932,2022-01-16,Sunday,53.3124,11199
ga23521,2022-01-17,Monday,9.6288,2622
mq18481,2022-01-17,Monday,24.5794,3819
op18481,2022-01-17,Monday,22.1486,6006
qw23521,2022-01-17,Monday,10.62,2842
uy26932,2022-01-17,Monday,9.263,3138
yt26932,2022-01-17,Monday,45.8902,11065
ga23521,2022-01-18,Tuesday,62.410199999999996,18537
mq18481,2022-01-18,Tuesday,12.850200000000001,4261
op18481,2022-01-18,Tuesday,23.977600000000002,3655
qw23521,2022-01-18,Tuesday,42.2912,7590
uy26932,2022-01-18,Tuesday,21.4288,5038
yt26932,2022-01-18,Tuesday,21.8182,5725
ga23521,2022-01-19,Wednesday,20.791600000000003,6551
mq18481,2022-01-19,Wednesday,32.7332,6614
op18481,2022-01-19,Wednesday,11.575800000000001,5504
qw23521,2022-01-19,Wednesday,10.9268,3187
uy26932,2022-01-19,Wednesday,15.2928,2702
uy26932,2022-01-20,Thursday,6.6434,1552
yt26932,2022-01-19,Wednesday,17.4168,4736
ga23521,2022-01-20,Thursday,45.4418,8685
mq18481,2022-01-20,Thursday,44.403400000000005,9413
op18481,2022-01-20,Thursday,34.7746,7780
qw23521,2022-01-20,Thursday,64.49879999999999,9516
uy26932,2022-01-20,Thursday,21.653,4630
yt26932,2022-01-20,Thursday,53.3478,11157
ga23521,2022-01-21,Friday,24.6266,4928
mq18481,2022-01-21,Friday,16.3194,2155
op18481,2022-01-21,Friday,55.5308,10571
qw23521,2022-01-21,Friday,17.605600000000003,3865
uy26932,2022-01-21,Friday,48.8048,11638
yt26932,2022-01-21,Friday,39.9902,7940
ga23521,2022-01-22,Saturday,50.6692,13700
mq18481,2022-01-22,Saturday,32.013400000000004,8369
op18481,2022-01-22,Saturday,25.417199999999998,5899
qw23521,2022-01-22,Saturday,75.4728,16797
uy26932,2022-01-22,Saturday,13.6644,2845
yt26932,2022-01-22,Saturday,64.369,18918
ga23521,2022-01-23,Sunday,28.9218,6392
mq18481,2022-01-23,Sunday,8.5314,6052
op18481,2022-01-23,Sunday,40.3442,6062
qw23521,2022-01-23,Sunday,62.6698,12426
uy26932,2022-01-23,Sunday,40.1554,6910
yt26932,2022-01-23,Sunday,57.5014,17727
ga23521,2022-01-24,Monday,75.5318,16993
mq18481,2022-01-24,Monday,54.3626,14218
op18481,2022-01-24,Monday,57.6312,10627
qw23521,2022-01-24,Monday,8.7792,1219
uy26932,2022-01-24,Monday,47.1528,8745
yt26932,2022-01-24,Monday,70.8118,16372
ga23521,2022-01-25,Tuesday,28.4262,6991
mq18481,2022-01-25,Tuesday,27.73,6114
op18481,2022-01-25,Tuesday,40.5802,12026
qw23521,2022-01-25,Tuesday,34.5504,6110
uy26932,2022-01-25,Tuesday,46.3268,11620
yt26932,2022-01-25,Tuesday,40.061,11039
ga23521,2022-01-26,Wednesday,37.866200000000006,10844
mq18481,2022-01-26,Wednesday,23.6354,5868
op18481,2022-01-26,Wednesday,95.7216,20712
qw23521,2022-01-26,Wednesday,33.0636,5890
uy26932,2022-01-26,Wednesday,64.3926,12503
yt26932,2022-01-26,Wednesday,29.4174,6235
ga23521,2022-01-27,Thursday,51.979,11639
mq18481,2022-01-27,Thursday,38.763,10058
op18481,2022-01-27,Thursday,41.831,8744
qw23521,2022-01-27,Thursday,25.5352,7741
uy26932,2022-01-27,Thursday,23.1398,5451
yt26932,2022-01-27,Thursday,34.2082,6685
ga23521,2022-01-28,Friday,13.534600000000001,7156
mq18481,2022-01-28,Friday,68.5934,14349
op18481,2022-01-28,Friday,31.9072,10858
qw23521,2022-01-28,Friday,51.0822,12839
uy26932,2022-01-28,Friday,37.5004,7352
yt26932,2022-01-28,Friday,29.889400000000002,7653
ga23521,2022-01-29,Saturday,18.0068,4136
mq18481,2022-01-29,Saturday,57.879,10139
op18481,2022-01-29,Saturday,6.5726,1903
qw23521,2022-01-29,Saturday,34.22,7688
uy26932,2022-01-29,Saturday,43.1054,11136
yt26932,2022-01-29,Saturday,16.6616,4997
ga23521,2022-01-30,Sunday,48.332800000000006,8037
mq18481,2022-01-30,Sunday,43.5538,11658
op18481,2022-01-30,Sunday,17.593799999999998,5019
qw23521,2022-01-30,Sunday,42.1496,10354
uy26932,2022-01-30,Sunday,35.813,10686
yt26932,2022-01-30,Sunday,44.8518,10445
ga23521,2022-01-31,Monday,11.4224,1092
mq18481,2022-01-31,Monday,17.723599999999998,2830
op18481,2022-01-31,Monday,42.0788,9195
qw23521,2022-01-31,Monday,44.9226,8186
uy26932,2022-01-31,Monday,22.715,8302
yt26932,2022-01-31,Monday,35.9664,7715
