txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
Bangalore,qw23521,2022-01-06,Thursday,35.301,8533
Chennai,mq18481,2022-01-06,Thursday,7.913,2975
Chennai,op18481,2022-01-06,Thursday,16.121199999999998,8965
Mysore,uy26932,2022-01-06,Thursday,24.436,5681
Mysore,yt26932,2022-01-06,Thursday,21.73,7857
Bangalore,ga23521,2022-01-07,Friday,19.434,7131
Bangalore,qw23521,2022-01-07,Friday,42.492399999999996,12298
Chennai,mq18481,2022-01-07,Friday,34.9894,11716
Chennai,op18481,2022-01-07,Friday,43.6076,12550
Mysore,uy26932,2022-01-07,Friday,31.1764,12129
Mysore,yt26932,2022-01-07,Friday,36.522800000000004,16586
Bangalore,ga23521,2022-01-08,Saturday,3.526,1307
Bangalore,qw23521,2022-01-08,Saturday,6.5108,3389
Chennai,mq18481,2022-01-08,Saturday,6.6092,1568
Chennai,op18481,2022-01-08,Saturday,8.8396,2988
Mysore,uy26932,2022-01-08,Saturday,22.1236,6046
Mysore,yt26932,2022-01-08,Saturday,7.281600000000001,1588
Bangalore,ga23521,2022-01-09,Sunday,41.9758,12579
Bangalore,qw23521,2022-01-09,Sunday,24.403200000000002,7596
Chennai,mq18481,2022-01-09,Sunday,22.1646,9161
Chennai,op18481,2022-01-09,Sunday,17.343,6247
Mysore,uy26932,2022-01-09,Sunday,56.7768,16627
Mysore,yt26932,2022-01-09,Sunday,64.0092,21029
Bangalore,ga23521,2022-01-10,Monday,27.6094,9488
Bangalore,qw23521,2022-01-10,Monday,8.610000000000001,2913
Chennai,mq18481,2022-01-10,Monday,12.6116,4023
Chennai,op18481,2022-01-10,Monday,13.202000000000002,4662
Mysore,uy26932,2022-01-10,Monday,26.764799999999997,8482
Mysore,yt26932,2022-01-10,Monday,21.7464,7404
Bangalore,ga23521,2022-01-11,Tuesday,3.1652,1834
Bangalore,qw23521,2022-01-11,Tuesday,15.1044,3009
Chennai,mq18481,2022-01-11,Tuesday,15.5882,5065
Chennai,op18481,2022-01-11,Tuesday,2.5665999999999998,1489
Mysore,uy26932,2022-01-11,Tuesday,15.6784,3801
Mysore,yt26932,2022-01-11,Tuesday,2.0992,1819
Bangalore,ga23521,2022-01-12,Wednesday,9.3808,4709
Bangalore,qw23521,2022-01-12,Wednesday,32.9804,8930
Chennai,mq18481,2022-01-12,Wednesday,8.1344,2898
Chennai,op18481,2022-01-12,Wednesday,20.8116,5263
Mysore,uy26932,2022-01-12,Wednesday,28.536,8587
Mysore,yt26932,2022-01-12,Wednesday,13.2676,5485
Bangalore,ga23521,2022-01-13,Thursday,45.050799999999995,15633
Bangalore,qw23521,2022-01-13,Thursday,56.3176,19499
Chennai,mq18481,2022-01-13,Thursday,32.7918,8198
Chennai,op18481,2022-01-13,Thursday,18.122,7689
Mysore,uy26932,2022-01-13,Thursday,37.342800000000004,11074
Mysore,yt26932,2022-01-13,Thursday,38.138200000000005,11048
Bangalore,ga23521,2022-01-14,Friday,29.438000000000002,9070
Bangalore,qw23521,2022-01-14,Friday,29.807000000000002,15790
Chennai,mq18481,2022-01-14,Friday,28.1014,8093
Chennai,op18481,2022-01-14,Friday,14.1122,6728
Mysore,uy26932,2022-01-14,Friday,29.192,12059
Mysore,yt26932,2022-01-14,Friday,20.2048,9907
Bangalore,ga23521,2022-01-15,Saturday,24.067,9005
Bangalore,qw23521,2022-01-15,Saturday,21.648,7326
Chennai,mq18481,2022-01-15,Saturday,26.076,9331
Chennai,op18481,2022-01-15,Saturday,29.888999999999996,8816
Mysore,uy26932,2022-01-15,Saturday,11.9638,3004
Mysore,yt26932,2022-01-15,Saturday,35.178,12335
Bangalore,ga23521,2022-01-16,Sunday,7.8637999999999995,1284
Bangalore,qw23521,2022-01-16,Sunday,18.2368,7138
Chennai,mq18481,2022-01-16,Sunday,10.4058,4755
Chennai,op18481,2022-01-16,Sunday,23.1076,8516
Mysore,uy26932,2022-01-16,Sunday,10.906,3034
Mysore,yt26932,2022-01-16,Sunday,8.3722,2553
Bangalore,ga23521,2022-01-17,Monday,8.642800000000001,5238
Bangalore,qw23521,2022-01-17,Monday,29.011599999999998,12345
Chennai,mq18481,2022-01-17,Monday,10.7912,3340
Chennai,op18481,2022-01-17,Monday,18.7944,6216
Mysore,uy26932,2022-01-17,Monday,12.9724,4626
Mysore,yt26932,2022-01-17,Monday,9.454600000000001,3077
Bangalore,ga23521,2022-01-18,Tuesday,11.2832,4303
Bangalore,qw23521,2022-01-18,Tuesday,29.3724,11362
Chennai,mq18481,2022-01-18,Tuesday,35.9406,15944
Chennai,op18481,2022-01-18,Tuesday,38.0234,16758
Mysore,uy26932,2022-01-18,Tuesday,33.3904,10698
Mysore,yt26932,2022-01-18,Tuesday,36.7114,10537
Bangalore,ga23521,2022-01-19,Wednesday,4.3542,1318
Bangalore,qw23521,2022-01-19,Wednesday,12.8576,4015
Chennai,op18481,2022-01-19,Wednesday,15.612800000000002,5217
Mysore,uy26932,2022-01-19,Wednesday,5.125,1875
Mysore,yt26932,2022-01-19,Wednesday,19.7374,7897
Bangalore,ga23521,2022-01-20,Thursday,7.0274,1557
Bangalore,qw23521,2022-01-20,Thursday,7.716200000000001,3824
Chennai,mq18481,2022-01-20,Thursday,1.7957999999999998,1606
Chennai,op18481,2022-01-20,Thursday,2.3944,3349
Mysore,uy26932,2022-01-20,Thursday,11.5538,4739
Mysore,yt26932,2022-01-20,Thursday,18.0482,4310
Bangalore,ga23521,2022-01-21,Friday,28.380200000000002,9252
Bangalore,qw23521,2022-01-21,Friday,40.3112,8786
Chennai,mq18481,2022-01-21,Friday,3.6900000000000004,2947
Chennai,op18481,2022-01-21,Friday,20.3196,8265
Mysore,uy26932,2022-01-21,Friday,27.880000000000003,10733
Mysore,yt26932,2022-01-21,Friday,16.4164,4570
Bangalore,ga23521,2022-01-22,Saturday,29.561,9281
Bangalore,qw23521,2022-01-22,Saturday,37.0148,11257
Chennai,mq18481,2022-01-22,Saturday,36.8508,11437
Chennai,op18481,2022-01-22,Saturday,33.9644,11321
Mysore,uy26932,2022-01-22,Saturday,24.231,8383
Mysore,yt26932,2022-01-22,Saturday,16.072,5715
Bangalore,ga23521,2022-01-23,Sunday,18.8108,5010
Bangalore,qw23521,2022-01-23,Sunday,47.437,14990
Chennai,mq18481,2022-01-23,Sunday,18.1876,9217
Chennai,op18481,2022-01-23,Sunday,43.656800000000004,12310
Mysore,uy26932,2022-01-23,Sunday,34.563,10889
Mysore,yt26932,2022-01-23,Sunday,15.2766,4363
Bangalore,ga23521,2022-01-24,Monday,12.4476,4067
Bangalore,qw23521,2022-01-24,Monday,6.4041999999999994,1725
Chennai,mq18481,2022-01-24,Monday,26.5762,6417
Chennai,op18481,2022-01-24,Monday,29.6184,8813
Mysore,uy26932,2022-01-24,Monday,11.857199999999999,3085
Mysore,yt26932,2022-01-24,Monday,11.3488,5341
Bangalore,ga23521,2022-01-25,Tuesday,6.6994,3586
Bangalore,qw23521,2022-01-25,Tuesday,26.937,6528
Chennai,mq18481,2022-01-25,Tuesday,31.151799999999998,13695
Chennai,op18481,2022-01-25,Tuesday,22.5746,8947
Mysore,uy26932,2022-01-25,Tuesday,19.540599999999998,5736
Mysore,yt26932,2022-01-25,Tuesday,30.0612,10543
Bangalore,ga23521,2022-01-26,Wednesday,22.14,6368
Chennai,mq18481,2022-01-26,Wednesday,28.782,9387
Chennai,op18481,2022-01-26,Wednesday,5.453,2861
Mysore,uy26932,2022-01-26,Wednesday,15.4816,4673
Mysore,yt26932,2022-01-26,Wednesday,28.2326,9324
Bangalore,ga23521,2022-01-27,Thursday,14.432,3762
Bangalore,qw23521,2022-01-27,Thursday,16.154,8385
Chennai,mq18481,2022-01-27,Thursday,2.255,2838
Chennai,op18481,2022-01-27,Thursday,13.226600000000001,3775
Mysore,uy26932,2022-01-27,Thursday,13.9892,5231
Mysore,yt26932,2022-01-27,Thursday,5.7974000000000006,1284
Bangalore,ga23521,2022-01-28,Friday,14.366399999999999,4530
Bangalore,qw23521,2022-01-28,Friday,25.9284,9704
Chennai,mq18481,2022-01-28,Friday,0.9184000000000001,1370
Chennai,op18481,2022-01-28,Friday,13.267600000000002,4468
Mysore,uy26932,2022-01-28,Friday,7.330799999999999,2967
Mysore,yt26932,2022-01-28,Friday,13.726799999999999,4798
Bangalore,ga23521,2022-01-29,Saturday,19.434,9641
Bangalore,qw23521,2022-01-29,Saturday,18.2778,7356
Chennai,mq18481,2022-01-29,Saturday,3.6162,3000
Chennai,op18481,2022-01-29,Saturday,17.9498,4888
Mysore,uy26932,2022-01-29,Saturday,37.515,10694
Mysore,yt26932,2022-01-29,Saturday,27.3388,9680
Bangalore,ga23521,2022-01-30,Sunday,26.158,8568
Bangalore,qw23521,2022-01-30,Sunday,23.5258,7461
Chennai,mq18481,2022-01-30,Sunday,22.9026,7213
Chennai,op18481,2022-01-30,Sunday,29.2494,9210
Mysore,uy26932,2022-01-30,Sunday,51.578,16133
Mysore,yt26932,2022-01-30,Sunday,27.1912,11353
Bangalore,ga23521,2022-01-31,Monday,58.449600000000004,17769
Bangalore,qw23521,2022-01-31,Monday,22.919,8603
Chennai,mq18481,2022-01-31,Monday,41.246,15122
Chennai,op18481,2022-01-31,Monday,42.254599999999996,12682
Mysore,uy26932,2022-01-31,Monday,17.531599999999997,6267
Mysore,yt26932,2022-01-31,Monday,35.424,11218
