txn.chargeStationCity,txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
Bangalore,ga23521,2022-08-18,Thursday,32.7214,7920
Bangalore,qw23521,2022-08-18,Thursday,26.4438,5458
Chennai,mq18481,2022-08-18,Thursday,17.9832,5296
Chennai,op18481,2022-08-18,Thursday,6.3602,2925
Mysore,uy26932,2022-08-18,Thursday,25.2284,6475
Mysore,yt26932,2022-08-18,Thursday,23.647199999999998,6715
Bangalore,ga23521,2022-08-19,Friday,56.876,10749
Bangalore,qw23521,2022-08-19,Friday,22.278399999999998,2705
Chennai,mq18481,2022-08-19,Friday,12.6142,2589
Mysore,uy26932,2022-08-19,Friday,60.4632,16583
Bangalore,ga23521,2022-08-20,Saturday,11.434199999999999,2958
Bangalore,qw23521,2022-08-20,Saturday,57.2418,10160
Chennai,mq18481,2022-08-20,Saturday,40.5212,9094
Chennai,op18481,2022-08-20,Saturday,52.757799999999996,12050
Mysore,uy26932,2022-08-20,Saturday,27.010199999999998,5889
Mysore,yt26932,2022-08-20,Saturday,46.433,8485
Bangalore,ga23521,2022-08-21,Sunday,25.924599999999998,9311
Bangalore,qw23521,2022-08-21,Sunday,45.6188,9051
Chennai,mq18481,2022-08-21,Sunday,35.518,7476
Chennai,op18481,2022-08-21,Sunday,32.5208,8788
Mysore,uy26932,2022-08-21,Sunday,27.694599999999998,5844
Mysore,yt26932,2022-08-21,Sunday,37.6892,12236
Bangalore,ga23521,2022-08-22,Monday,26.2314,8766
Bangalore,qw23521,2022-08-22,Monday,32.037,5980
Chennai,mq18481,2022-08-22,Monday,31.2346,6833
Chennai,op18481,2022-08-22,Monday,21.688399999999998,5706
Mysore,uy26932,2022-08-22,Monday,56.687200000000004,12468
Mysore,yt26932,2022-08-22,Monday,28.378999999999998,4262
Bangalore,ga23521,2022-08-23,Tuesday,12.8502,3376
Bangalore,qw23521,2022-08-23,Tuesday,20.237000000000002,4053
Chennai,mq18481,2022-08-23,Tuesday,15.3046,4796
Chennai,op18481,2022-08-23,Tuesday,7.5638000000000005,1885
Mysore,uy26932,2022-08-23,Tuesday,13.2514,3360
Bangalore,ga23521,2022-08-24,Wednesday,20.4258,10551
Bangalore,qw23521,2022-08-24,Wednesday,38.3618,12720
Chennai,mq18481,2022-08-24,Wednesday,28.5088,5992
Chennai,op18481,2022-08-24,Wednesday,20.8742,4049
Mysore,uy26932,2022-08-24,Wednesday,54.752,14247
Mysore,yt26932,2022-08-24,Wednesday,40.8988,11334
Mysore,yt26932,2022-08-25,Thursday,3.7878,1379
Bangalore,ga23521,2022-08-25,Thursday,62.6344,11962
Bangalore,qw23521,2022-08-25,Thursday,49.9612,9663
Chennai,mq18481,2022-08-25,Thursday,75.9212,14867
Chennai,op18481,2022-08-25,Thursday,42.9874,8556
Mysore,uy26932,2022-08-25,Thursday,47.3652,9122
Mysore,yt26932,2022-08-25,Thursday,47.046600000000005,11390
Bangalore,ga23521,2022-08-26,Friday,66.9296,16651
Bangalore,qw23521,2022-08-26,Friday,70.387,15167
Chennai,mq18481,2022-08-26,Friday,29.5236,8663
Chennai,op18481,2022-08-26,Friday,38.9636,9569
Mysore,uy26932,2022-08-26,Friday,28.2492,7449
Mysore,yt26932,2022-08-26,Friday,56.35680000000001,11941
Bangalore,ga23521,2022-08-27,Saturday,38.1966,10512
Bangalore,qw23521,2022-08-27,Saturday,14.8444,4609
Chennai,mq18481,2022-08-27,Saturday,29.9484,5926
Chennai,op18481,2022-08-27,Saturday,54.327200000000005,10857
Mysore,uy26932,2022-08-27,Saturday,28.7212,5302
Mysore,yt26932,2022-08-27,Saturday,55.577999999999996,9851
Bangalore,ga23521,2022-08-28,Sunday,12.1894,6585
Bangalore,qw23521,2022-08-28,Sunday,53.4186,12141
Chennai,mq18481,2022-08-28,Sunday,59.6962,12663
Chennai,op18481,2022-08-28,Sunday,41.9608,8383
Mysore,uy26932,2022-08-28,Sunday,36.3322,10539
Mysore,yt26932,2022-08-28,Sunday,108.0172,20345
Bangalore,ga23521,2022-08-29,Monday,9.2512,3030
Bangalore,qw23521,2022-08-29,Monday,4.189,1375
Chennai,mq18481,2022-08-29,Monday,39.459199999999996,10543
Mysore,uy26932,2022-08-29,Monday,18.939,2994
Mysore,yt26932,2022-08-29,Monday,7.6936,2805
Bangalore,ga23521,2022-08-30,Tuesday,22.4908,6444
Bangalore,qw23521,2022-08-30,Tuesday,7.3514,3046
Chennai,mq18481,2022-08-30,Tuesday,21.086599999999997,5567
Chennai,op18481,2022-08-30,Tuesday,44.367999999999995,11351
Mysore,uy26932,2022-08-30,Tuesday,20.4022,4253
Mysore,yt26932,2022-08-30,Tuesday,23.423000000000002,2988
Bangalore,ga23521,2022-08-31,Wednesday,29.8658,6570
Bangalore,qw23521,2022-08-31,Wednesday,48.6868,10821
Chennai,mq18481,2022-08-31,Wednesday,28.32,6878
Chennai,op18481,2022-08-31,Wednesday,32.8748,9851
Mysore,uy26932,2022-08-31,Wednesday,64.9472,12893
Mysore,yt26932,2022-08-31,Wednesday,45.8194,11860
