txn.chargePointId,date,day_of_the_week,Total_amount_charged,txn.deliveredWh
mq18481,2022-08-24,Wednesday,28.5088,5992
op18481,2022-08-24,Wednesday,20.8742,4049
qw23521,2022-08-24,Wednesday,38.3618,12720
uy26932,2022-08-24,Wednesday,54.752,14247
yt26932,2022-08-24,Wednesday,40.8988,11334
yt26932,2022-08-25,Thursday,3.7878,1379
ga23521,2022-08-25,Thursday,62.6344,11962
mq18481,2022-08-25,Thursday,75.9212,14867
op18481,2022-08-25,Thursday,42.9874,8556
qw23521,2022-08-25,Thursday,49.9612,9663
uy26932,2022-08-25,Thursday,47.3652,9122
yt26932,2022-08-25,Thursday,47.046600000000005,11390
ga23521,2022-08-26,Friday,66.9296,16651
mq18481,2022-08-26,Friday,29.5236,8663
op18481,2022-08-26,Friday,38.9636,9569
qw23521,2022-08-26,Friday,70.387,15167
uy26932,2022-08-26,Friday,28.2492,7449
yt26932,2022-08-26,Friday,56.35680000000001,11941
ga23521,2022-08-27,Saturday,38.1966,10512
mq18481,2022-08-27,Saturday,29.9484,5926
op18481,2022-08-27,Saturday,54.327200000000005,10857
qw23521,2022-08-27,Saturday,14.8444,4609
uy26932,2022-08-27,Saturday,28.7212,5302
yt26932,2022-08-27,Saturday,55.577999999999996,9851
ga23521,2022-08-28,Sunday,12.1894,6585
mq18481,2022-08-28,Sunday,59.6962,12663
op18481,2022-08-28,Sunday,41.9608,8383
qw23521,2022-08-28,Sunday,53.4186,12141
uy26932,2022-08-28,Sunday,36.3322,10539
yt26932,2022-08-28,Sunday,108.0172,20345
ga23521,2022-08-29,Monday,9.2512,3030
mq18481,2022-08-29,Monday,39.459199999999996,10543
qw23521,2022-08-29,Monday,4.189,1375
uy26932,2022-08-29,Monday,18.939,2994
yt26932,2022-08-29,Monday,7.6936,2805
ga23521,2022-08-30,Tuesday,22.4908,6444
mq18481,2022-08-30,Tuesday,21.086599999999997,5567
op18481,2022-08-30,Tuesday,44.367999999999995,11351
qw23521,2022-08-30,Tuesday,7.3514,3046
uy26932,2022-08-30,Tuesday,20.4022,4253
yt26932,2022-08-30,Tuesday,23.423000000000002,2988
ga23521,2022-08-31,Wednesday,29.8658,6570
mq18481,2022-08-31,Wednesday,28.32,6878
op18481,2022-08-31,Wednesday,32.8748,9851
qw23521,2022-08-31,Wednesday,48.6868,10821
uy26932,2022-08-31,Wednesday,64.9472,12893
yt26932,2022-08-31,Wednesday,45.8194,11860
